都道府県名,陽性者数 検査人数,,%
北海道,20918,445036,4.7%
青森,950,24896,3.8%
岩手,614,43481,1.4%
宮城,5766,89194,6.5%
秋田,283,7580,3.7%
山形,915,34475,2.7%
福島,2479,147166,1.7%
茨城,6703,26358,25.4%
栃木,4590,170767,2.7%
群馬,4986,113169,4.4%
埼玉,32676,643712,5.1%
千葉,29528,473527,6.2%
東京,120572,1752697,6.9%
神奈川,47934,690533,6.9%
新潟,1428,81440,1.8%
富山,936,41587,2.3%
石川,1902,59717,3.2%
福井,583,35624,1.6%
山梨,965,30877,3.1%
長野,2753,115645,2.4%
岐阜,4937,157809,3.1%
静岡,5683,241750,2.4%
愛知,27208,460142,5.9%
三重,2734,76136,3.6%
滋賀,2753,86277,3.2%
京都,9430,174853,5.4%
大阪,51602,1033908,5.0%
兵庫,19672,293494,6.7%
奈良,3725,95648,3.9%
和歌山,1273,26505,4.8%
鳥取,230,47160,0.5%
島根,286,17590,1.6%
岡山,2674,78444,3.4%
広島,5143,179526,2.9%
山口,1415,66920,2.1%
徳島,527,31763,1.7%
香川,808,50520,1.6%
愛媛,1332,38712,3.4%
高知,916,7437,12.3%
福岡,18955,506321,3.7%
佐賀,1184,31785,3.7%
長崎,1629,76988,2.1%
熊本,3504,58021,6.0%
大分,1308,91767,1.4%
宮崎,1961,24817,7.9%
鹿児島,1823,72970,2.5%
沖縄,9371,163642,5.7%
長崎船,149,0,-
合計,469713,9218386,5.1%
