都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,40633,738158,3481,32,35988,1319
青森,2451,48184,55,1,2366,30
岩手,1606,80435,114,0,1446,46
宮城,9046,151724,104,8,8850,84
秋田,764,14175,14,1,730,20
山形,2012,63062,47,2,1919,46
福島,4721,264016,112,4,4451,158
茨城,10162,33007,280,11,9724,158
栃木,6713,274940,234,12,6399,80
群馬,7989,184615,115,9,7725,149
埼玉,45151,925325,1001,30,43330,820
千葉,38582,645497,896,21,36990,696
東京,166915,2401438,3287,45,161457,2171
神奈川,64495,985166,1691,43,61880,924
新潟,3371,157121,129,5,3195,47
富山,1969,69196,60,3,1872,37
石川,3883,113420,100,2,3668,112
福井,1069,62065,23,0,1012,34
山梨,1848,47764,240,2,1588,20
長野,4940,192433,99,2,4825,90
岐阜,9292,256919,290,12,8821,181
静岡,8891,379664,361,4,8386,144
愛知,49863,776818,2426,69,46542,895
三重,5153,134562,172,10,5008,109
滋賀,5430,141251,218,6,5126,86
京都,16375,269973,385,21,15742,230
大阪,101941,1983403,4066,198,94486,2544
兵庫,40534,484826,589,57,38686,1263
奈良,8099,160439,147,11,7830,122
和歌山,2654,41135,24,4,2526,48
鳥取,466,79855,5,0,452,2
島根,551,28600,14,2,537,0
岡山,7556,153838,269,7,7125,121
広島,11261,527692,349,15,10682,159
山口,3084,113166,158,2,2855,71
徳島,1647,61986,20,0,1564,63
香川,2074,81686,57,4,1994,28
愛媛,2738,91500,16,4,2647,75
高知,1683,10682,102,7,1558,23
福岡,35031,793984,1527,47,32978,494
佐賀,2539,53545,26,1,2527,23
長崎,3070,118709,108,1,2894,68
熊本,6404,80455,142,7,6152,110
大分,3469,158749,71,2,3339,59
宮崎,3056,43735,40,2,2983,27
鹿児島,3605,107819,171,2,3423,33
沖縄,19669,237686,1974,75,17538,163
(その他),149,-,0,-,149,-
合計,774604,14824418,25809,803,733965,14182
