都道府県名,陽性者数 検査人数,,%
北海道,1593,35118,4.5%
青森,33,1689,2.0%
岩手,8,2176,0.4%
宮城,184,7025,2.6%
秋田,38,1450,2.6%
山形,76,2995,2.5%
福島,102,11650,0.9%
茨城,443,9203,4.8%
栃木,269,17730,1.5%
群馬,270,10163,2.7%
埼玉,3113,87459,3.6%
千葉,2355,43083,5.5%
東京,17069,250545,6.8%
神奈川,3638,87845,4.1%
新潟,129,7786,1.7%
富山,301,6591,4.6%
石川,425,3934,10.8%
福井,154,5799,2.7%
山梨,136,8444,1.6%
⾧野,145,10585,1.4%
岐阜,500,14869,3.4%
静岡,398,18540,2.1%
愛知,3454,37041,9.3%
三重,268,7203,3.7%
滋賀,324,6648,4.9%
京都,1061,23577,4.5%
大阪,6547,101308,6.5%
兵庫,1776,34579,5.1%
奈良,364,11572,3.1%
和歌山,190,7222,2.6%
鳥取,21,4274,0.5%
島根,132,3795,3.5%
岡山,123,3738,3.3%
広島,430,15725,2.7%
山口,82,4914,1.7%
徳島,81,3419,2.4%
香川,61,6215,1.0%
愛媛,109,3379,3.2%
高知,83,2443,3.4%
福岡,3359,33457,10.0%
佐賀,180,3799,4.7%
⾧崎,178,10410,1.7%
熊本,380,8480,4.5%
大分,94,8703,1.1%
宮崎,253,6761,3.7%
鹿児島,281,12663,2.2%
沖縄,1510,16129,9.4%
⾧崎船,149,0,-
合計,52869,1022133,5.2%
