都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,18235,343499,1048,14,16585,628
青森,790,15767,80,0,696,14
岩手,518,21969,21,1,468,29
宮城,3483,49566,108,6,3352,23
秋田,269,6878,31,0,234,4
山形,531,16338,41,0,476,14
福島,1794,94227,133,9,1602,59
茨城,5246,24220,469,15,4691,86
栃木,3918,114939,242,11,3619,57
群馬,4178,82684,327,10,3746,76
埼玉,27173,494100,3163,47,23575,435
千葉,24134,361166,3371,40,20443,320
東京,105024,1403828,5818,103,98128,1078
神奈川,42720,536389,1727,55,40415,578
新潟,972,38862,77,2,882,13
富山,883,33203,17,3,839,27
石川,1596,44754,175,0,1399,60
福井,528,28785,35,2,470,23
山梨,918,14741,19,2,884,15
長野,2340,89440,80,1,2251,39
岐阜,4509,116077,332,13,4090,87
静岡,4785,171062,227,2,4469,89
愛知,24822,347169,1499,45,22863,460
三重,2353,52085,235,12,2079,39
滋賀,2270,63197,183,6,2052,35
京都,8798,141570,821,5,7912,139
大阪,45477,698622,2934,143,41512,1031
兵庫,17232,219751,990,68,15786,456
奈良,3233,74734,203,7,2988,42
和歌山,1118,22967,54,8,1026,16
鳥取,207,37113,18,0,184,2
島根,278,13515,11,1,267,0
岡山,2422,55878,143,5,2199,24
広島,4909,138115,148,6,4656,96
山口,1338,52858,181,0,1125,32
徳島,402,23298,30,3,357,15
香川,708,40912,86,1,605,17
愛媛,1026,27842,69,1,935,22
高知,864,6980,14,1,833,17
福岡,16963,399116,1594,38,15149,220
佐賀,992,25628,62,1,943,6
長崎,1569,61891,154,2,1387,35
熊本,3392,55171,109,15,3187,66
大分,1242,71055,110,0,1114,18
宮崎,1906,24309,104,3,1775,20
鹿児島,1685,60543,84,3,1591,19
沖縄,7928,134957,512,3,7326,95
(その他),149,-,0,-,149,-
合計,407827,6951770,27889,713,373314,6676
