都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,21711,470440,944,22,19976,774
青森,1159,27415,176,0,963,20
岩手,745,49581,116,2,599,30
宮城,7092,103234,1159,12,5826,41
秋田,325,8015,39,2,280,6
山形,1186,38820,240,4,928,18
福島,2791,161889,321,12,2352,118
茨城,7070,27489,329,3,6613,128
栃木,4920,180630,258,3,4592,70
群馬,5247,119057,226,4,4920,101
埼玉,34193,680889,1604,34,31875,714
千葉,30648,495903,1031,12,29031,586
東京,125557,1839754,4138,37,119616,1803
神奈川,49416,728454,1137,19,47484,795
新潟,1708,90478,286,2,1404,18
富山,1035,43755,106,1,900,29
石川,2030,63042,120,2,1842,66
福井,653,38667,79,1,547,27
山梨,1012,32134,44,1,949,19
長野,3155,125398,315,0,2807,42
岐阜,5122,167573,175,3,4818,129
静岡,5937,259667,204,1,5612,121
愛知,28484,486888,1286,7,26598,600
三重,2980,82920,247,6,2746,72
滋賀,2955,92646,176,3,2720,59
京都,10020,185255,579,3,9292,173
大阪,59332,1140598,7838,185,49782,1211
兵庫,22160,317669,2372,84,19184,604
奈良,4456,103792,705,11,3695,56
和歌山,1521,28397,226,16,1251,18
鳥取,291,51998,72,0,207,2
島根,291,18477,5,0,286,0
岡山,2911,84188,166,3,2603,35
広島,5252,189788,102,1,5038,106
山口,1458,71202,40,0,1375,43
徳島,677,34297,166,3,489,22
香川,976,54888,165,0,795,19
愛媛,1688,45673,484,6,1180,24
高知,946,7543,24,1,903,19
福岡,19354,530298,440,6,18580,334
佐賀,1261,33567,62,0,1204,13
長崎,1653,80986,23,0,1591,39
熊本,3531,58659,30,2,3427,74
大分,1342,97380,37,1,1283,22
宮崎,1971,24949,8,0,1930,22
鹿児島,1913,75797,80,0,1825,28
沖縄,10611,171706,1178,5,9310,129
(その他),149,-,0,-,149,-
合計,500895,9821845,29558,520,461377,9379
