都道府県名,陽性者数 検査人数,,%
北海道,1030,11853,8.7%
青森,27,813,3.3%
岩手,0,601,0.0%
宮城,88,2819,3.1%
秋田,16,920,1.7%
山形,69,2615,2.6%
福島,81,3808,2.1%
茨城,168,4469,3.8%
栃木,64,3414,1.9%
群馬,149,3438,4.3%
埼玉,999,18160,5.5%
千葉,904,13742,6.6%
東京,5138,14653,35.1%
神奈川,1322,8780,15.1%
新潟,83,3994,2.1%
富山,227,3067,7.4%
石川,295,2590,11.4%
福井,122,2458,5.0%
山梨,60,3602,1.7%
⾧野,76,2552,3.0%
岐阜,150,3192,4.7%
静岡,74,3384,2.2%
愛知,506,9525,5.3%
三重,45,2450,1.8%
滋賀,100,1714,5.8%
京都,358,7493,4.8%
大阪,1781,28565,6.2%
兵庫,699,10614,6.6%
奈良,91,2754,3.3%
和歌山,63,3612,1.7%
鳥取,3,1295,0.2%
島根,24,1082,2.2%
岡山,25,1643,1.5%
広島,167,6696,2.5%
山口,37,1656,2.2%
徳島,5,703,0.7%
香川,28,2086,1.3%
愛媛,79,1831,4.3%
高知,74,1738,4.3%
福岡,658,11764,5.6%
佐賀,47,1376,3.4%
⾧崎,17,2655,0.6%
熊本,48,3835,1.3%
大分,60,3828,1.6%
宮崎,17,1339,1.3%
鹿児島,10,1685,0.6%
沖縄,142,2806,5.1%
⾧崎船,149,-,-
合計,16375,229669,7.1%
