都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,19093,381062,577,3,17867,677
青森,816,17347,27,1,769,20
岩手,554,26654,14,0,510,30
宮城,3612,68128,104,3,3483,25
秋田,269,7032,3,0,260,6
山形,543,17488,14,0,514,15
福島,1947,112232,112,10,1764,71
茨城,5755,24868,331,9,5315,109
栃木,4093,125100,133,4,3894,66
群馬,4502,91472,178,3,4240,84
埼玉,29347,549118,1458,38,27326,563
千葉,26395,405008,1699,25,24243,453
東京,111676,1529534,3374,67,106926,1376
神奈川,44899,587587,1075,27,43144,680
新潟,1080,44544,88,1,977,15
富山,905,36107,17,2,860,28
石川,1851,51318,143,7,1673,62
福井,545,31854,4,0,516,25
山梨,939,25903,10,1,914,16
長野,2364,97594,17,0,2338,41
岐阜,4722,134083,148,7,4464,110
静岡,5141,187116,214,0,4834,93
愛知,25830,389359,657,31,24655,518
三重,2528,63656,139,8,2414,53
滋賀,2467,72992,138,5,2283,46
京都,9046,154708,329,2,8578,154
大阪,47123,788301,1051,90,44543,1117
兵庫,17943,247844,417,41,16996,530
奈良,3358,81493,70,5,3242,46
和歌山,1163,24494,12,3,1109,18
鳥取,210,40661,3,0,202,2
島根,284,15625,5,0,279,0
岡山,2484,66389,53,2,2389,32
広島,5022,157847,37,5,4875,102
山口,1382,58758,56,0,1288,38
徳島,452,26408,28,2,408,16
香川,753,44733,28,1,707,18
愛媛,1063,32518,39,1,1001,23
高知,884,7091,1,1,866,17
福岡,18038,441889,711,21,17040,287
佐賀,1057,28057,60,0,1009,8
長崎,1612,67315,36,1,1540,36
熊本,3439,56787,44,5,3330,72
大分,1293,79520,33,0,1239,21
宮崎,1951,24715,24,1,1896,21
鹿児島,1761,67412,35,2,1726,26
沖縄,8193,144904,267,1,7812,119
(その他),149,-,0,-,149,-
合計,430533,7734625,14013,436,408407,7885
