都道府県名,陽性者数 検査人数,,%
北海道,19093,381062,5.0%
青森,816,17347,4.7%
岩手,554,26654,2.1%
宮城,3612,68128,5.3%
秋田,269,7032,3.8%
山形,543,17488,3.1%
福島,1947,112232,1.7%
茨城,5755,24868,23.1%
栃木,4093,125100,3.3%
群馬,4502,91472,4.9%
埼玉,29347,549118,5.3%
千葉,26395,405008,6.5%
東京,111676,1529534,7.3%
神奈川,44899,587587,7.6%
新潟,1080,44544,2.4%
富山,905,36107,2.5%
石川,1851,51318,3.6%
福井,545,31854,1.7%
山梨,939,25903,3.6%
長野,2364,97594,2.4%
岐阜,4722,134083,3.5%
静岡,5141,187116,2.7%
愛知,25830,389359,6.6%
三重,2528,63656,4.0%
滋賀,2467,72992,3.4%
京都,9046,154708,5.8%
大阪,47123,788301,6.0%
兵庫,17943,247844,7.2%
奈良,3358,81493,4.1%
和歌山,1163,24494,4.7%
鳥取,210,40661,0.5%
島根,284,15625,1.8%
岡山,2484,66389,3.7%
広島,5022,157847,3.2%
山口,1382,58758,2.4%
徳島,452,26408,1.7%
香川,753,44733,1.7%
愛媛,1063,32518,3.3%
高知,884,7091,12.5%
福岡,18038,441889,4.1%
佐賀,1057,28057,3.8%
長崎,1612,67315,2.4%
熊本,3439,56787,6.1%
大分,1293,79520,1.6%
宮崎,1951,24715,7.9%
鹿児島,1761,67412,2.6%
沖縄,8193,144904,5.7%
長崎船,149,0,-
合計,430533,7734625,5.6%
