都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,3868,91667,769,11,2906,113
青 森,273,5899,73,3,196,4
岩手,30,5655,4,0,26,0
宮城,852,15141,214,4,634,4
秋  田,67,2642,7,1,60,0
山形,87,6750,5,0,81,1
福島,415,31746,35,3,374,6
茨城,818,14162,59,1,741,18
栃木,498,45794,24,3,474,1
群馬,925,30551,44,4,860,20
埼玉,6246,195066,539,7,5596,111
千葉,5354,135791,438,9,4834,82
東京,32618,627902,2130,36,30027,461
神奈川,9340,209445,600,23,8563,177
新潟,195,18323,13,0,182,0
富山,424,15001,1,0,397,26
石川,822,18534,18,0,755,49
福井,259,11262,3,1,245,11
山梨,225,11926,18,0,201,6
⾧野,370,24098,29,0,340,6
岐阜,735,27945,66,0,657,12
静岡,707,44670,90,0,615,2
愛知,6731,106326,711,15,5923,97
三重,596,16342,37,3,552,7
滋賀,601,14787,54,0,538,9
京都,2101,54297,99,2,1972,30
大阪,13816,252221,1238,46,12310,249
兵庫,3486,72674,256,15,3163,67
奈良,737,25726,98,0,628,11
和歌山,288,10645,15,3,264,4
鳥取,43,5889,5,0,37,0
島根,141,6281,0,0,141,0
岡山,338,11198,118,2,185,6
広島,671,28463,18,1,648,5
山口,225,11960,14,0,209,2
徳島,167,7583,0,0,155,9
香川,105,14148,3,0,100,2
愛媛,117,4434,1,0,110,6
高知,144,3680,1,0,139,4
福岡,5280,171745,89,4,5087,104
佐賀,268,7618,12,0,257,1
⾧崎,246,23574,4,0,241,3
熊本,854,20847,51,0,776,9
大分,161,21923,2,0,156,3
宮崎,372,8807,3,1,369,1
鹿児島,523,23324,54,0,464,13
沖縄,3518,61098,284,6,3174,65
(その他),149,-,0,-,149,-
合計,106806,2575560,8346,204,96511,1817
