都道府県名,陽性者数 検査人数,,%
北海道,19535,397873,4.9%
青森,820,20606,4.0%
岩手,555,28397,2.0%
宮城,3791,71628,5.3%
秋田,269,7148,3.8%
山形,544,28517,1.9%
福島,2105,120264,1.8%
茨城,6012,25070,24.0%
栃木,4172,150966,2.8%
群馬,4611,98285,4.7%
埼玉,30122,573186,5.3%
千葉,27310,426967,6.4%
東京,113571,1590413,7.1%
神奈川,45733,618694,7.4%
新潟,1124,46237,2.4%
富山,909,37073,2.5%
石川,1877,53605,3.5%
福井,546,32619,1.7%
山梨,941,27101,3.5%
長野,2374,102395,2.3%
岐阜,4776,140319,3.4%
静岡,5267,206312,2.6%
愛知,26160,408282,6.4%
三重,2567,67122,3.8%
滋賀,2572,76230,3.4%
京都,9107,160334,5.7%
大阪,47708,839107,5.7%
兵庫,18185,259506,7.0%
奈良,3409,85081,4.0%
和歌山,1167,24771,4.7%
鳥取,210,42547,0.5%
島根,284,16183,1.8%
岡山,2526,69524,3.6%
広島,5046,166610,3.0%
山口,1387,60724,2.3%
徳島,461,27582,1.7%
香川,761,46064,1.7%
愛媛,1066,34010,3.1%
高知,903,7177,12.6%
福岡,18260,458765,4.0%
佐賀,1094,28863,3.8%
長崎,1612,69566,2.3%
熊本,3457,57096,6.1%
大分,1297,82545,1.6%
宮崎,1953,24799,7.9%
鹿児島,1762,68716,2.6%
沖縄,8331,149721,5.6%
長崎船,149,0,-
合計,438398,8134600,5.4%
