都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,20086,416569,626,6,18756,719
青森,881,22451,60,0,801,20
岩手,571,30545,16,0,525,30
宮城,4217,76531,427,4,3764,26
秋田,272,7204,4,0,262,6
山形,565,29801,24,0,526,15
福島,2234,129241,245,14,1892,97
茨城,6259,25356,287,4,5849,123
栃木,4335,159998,157,0,4109,69
群馬,4742,103291,143,2,4506,93
埼玉,31203,602214,1454,41,29073,676
千葉,28202,443159,1087,20,26589,526
東京,116293,1657779,2797,41,111884,1612
神奈川,46631,650261,926,22,44950,755
新潟,1214,74205,102,1,1096,16
富山,913,39386,8,2,877,28
石川,1887,56514,17,2,1805,63
福井,549,33779,3,0,521,25
山梨,954,28326,12,0,924,18
長野,2464,107089,78,0,2372,41
岐阜,4809,148880,62,7,4628,119
静岡,5438,225502,181,0,5150,107
愛知,26493,430495,490,16,25441,562
三重,2618,70180,80,3,2552,65
滋賀,2663,80644,146,6,2466,51
京都,9211,166249,103,3,8947,164
大阪,48606,908557,1073,54,45982,1160
兵庫,18585,272873,504,43,17515,566
奈良,3482,89328,82,5,3351,49
和歌山,1187,25216,19,2,1125,18
鳥取,210,44430,1,0,205,2
島根,285,16686,1,0,284,0
岡山,2590,72624,77,1,2441,34
広島,5067,172116,36,4,4928,103
山口,1395,64978,17,0,1335,43
徳島,464,28768,15,1,431,18
香川,772,47814,14,0,740,18
愛媛,1076,35173,17,1,1035,24
高知,910,7266,9,3,882,19
福岡,18551,479225,391,12,17841,319
佐賀,1148,30370,65,2,1094,10
長崎,1614,72492,1,0,1575,38
熊本,3481,57468,27,0,3382,74
大分,1299,86899,9,0,1268,22
宮崎,1953,24805,0,0,1924,22
鹿児島,1765,70174,7,1,1757,27
沖縄,8575,155617,317,2,8141,123
(その他),149,-,0,-,149,-
合計,448868,8578528,12217,325,427650,8715
