都道府県名,陽性者数 検査人数,,%
北海道,18534,352699,5.3%
青森,806,16641,4.8%
岩手,524,22491,2.3%
宮城,3509,49684,7.1%
秋田,269,6948,3.9%
山形,534,16610,3.2%
福島,1836,98705,1.9%
茨城,5390,24519,22.0%
栃木,3971,117740,3.4%
群馬,4282,85166,5.0%
埼玉,27857,508340,5.5%
千葉,24720,373733,6.6%
東京,107609,1436850,7.5%
神奈川,43335,549826,7.9%
新潟,1008,40518,2.5%
富山,888,33912,2.6%
石川,1693,45940,3.7%
福井,530,28979,1.8%
山梨,928,14741,6.3%
長野,2347,92339,2.5%
岐阜,4590,119741,3.8%
静岡,4855,168204,2.9%
愛知,25205,359938,7.0%
三重,2393,56417,4.2%
滋賀,2325,65163,3.6%
京都,8916,146242,6.1%
大阪,46016,725724,6.3%
兵庫,17514,227721,7.7%
奈良,3273,76238,4.3%
和歌山,1151,23902,4.8%
鳥取,207,37775,0.5%
島根,280,13515,2.1%
岡山,2449,60138,4.1%
広島,4949,139356,3.6%
山口,1356,52858,2.6%
徳島,430,24165,1.8%
香川,723,41706,1.7%
愛媛,1029,29650,3.5%
高知,877,7041,12.5%
福岡,17396,409827,4.2%
佐賀,995,26109,3.8%
長崎,1585,63185,2.5%
熊本,3413,55685,6.1%
大分,1263,72676,1.7%
宮崎,1935,24553,7.9%
鹿児島,1726,63076,2.7%
沖縄,7995,137656,5.8%
長崎船,149,0,-
合計,415565,7144642,5.8%
