都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,18534,352699,832,13,17069,640
青森,806,16641,76,1,713,17
岩手,524,22491,18,1,477,29
宮城,3509,49684,86,5,3400,23
秋田,269,6948,22,0,241,6
山形,534,16610,28,0,491,15
福島,1836,98705,122,9,1650,64
茨城,5390,24519,395,15,4897,98
栃木,3971,117740,215,9,3697,59
群馬,4282,85166,251,8,3950,81
埼玉,27857,508340,2374,42,25010,473
千葉,24720,373733,2605,29,21764,351
東京,107609,1436850,5592,97,100880,1137
神奈川,43335,549826,1422,40,41315,598
新潟,1008,40518,77,1,918,13
富山,888,33912,18,3,843,27
石川,1693,45940,228,1,1461,60
福井,530,28979,21,2,484,25
山梨,928,14741,19,1,893,16
長野,2347,92339,48,1,2287,41
岐阜,4590,119741,258,10,4236,96
静岡,4855,168204,165,1,4598,92
愛知,25205,359938,1233,36,23494,478
三重,2393,56417,168,11,2180,45
滋賀,2325,65163,156,4,2130,39
京都,8916,146242,570,5,8221,147
大阪,46016,725724,1876,142,42638,1058
兵庫,17514,227721,828,68,16206,480
奈良,3273,76238,137,5,3093,43
和歌山,1151,23902,53,10,1058,17
鳥取,207,37775,8,0,194,2
島根,280,13515,7,1,273,0
岡山,2449,60138,96,5,2300,26
広島,4949,139356,117,6,4725,99
山口,1356,52858,138,1,1183,35
徳島,430,24165,47,2,368,15
香川,723,41706,51,1,654,18
愛媛,1029,29650,47,1,960,22
高知,877,7041,18,1,842,17
福岡,17396,409827,1361,33,15799,236
佐賀,995,26109,36,1,974,6
長崎,1585,63185,99,3,1450,36
熊本,3413,55685,87,11,3247,70
大分,1263,72676,82,0,1163,18
宮崎,1935,24553,73,1,1834,21
鹿児島,1726,63076,94,5,1630,22
沖縄,7995,137656,360,2,7538,102
(その他),149,-,0,-,149,-
合計,415565,7144642,22614,644,385577,7013
