都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1824,46886,96,2,1623,105
青 森,35,2104,2,0,32,1
岩手,23,3380,6,0,17,0
宮城,239,8254,45,0,192,2
秋  田,50,1816,3,0,47,0
山形,78,3129,2,1,76,1
福島,178,15761,47,2,131,0
茨城,583,11063,66,3,503,14
栃木,310,23670,20,3,292,1
群馬,482,15572,63,0,392,19
埼玉,4122,114460,444,10,3585,93
千葉,3211,59406,321,10,2826,64
東京,21772,348595,2436,27,18967,369
神奈川,5431,120662,589,22,4716,126
新潟,146,13247,9,1,137,0
富山,402,9850,47,1,339,25
石川,704,9416,131,2,573,37
福井,243,8855,65,5,168,8
山梨,174,9693,11,1,158,5
長野,287,15974,62,0,230,1
岐阜,564,18883,22,2,532,10
静岡,487,26858,35,2,451,1
愛知,4671,57949,565,18,4033,73
三重,424,10326,76,3,346,2
滋賀,462,9930,52,3,403,7
京都,1512,32853,147,3,1340,25
大阪,9043,146194,942,47,7929,165
兵庫,2339,46925,122,9,2163,54
奈良,538,15262,43,3,487,8
和歌山,233,8772,3,0,223,4
鳥取,22,4580,0,0,22,0
島根,137,4988,1,0,137,0
岡山,146,7049,4,-,141,-
広島,459,18176,9,0,447,3
山口,184,7271,72,0,112,0
徳島,145,6367,63,2,78,4
香川,84,8695,10,0,73,1
愛媛,114,3855,1,0,107,6
高知,132,3201,10,1,118,3
福岡,4782,42849,717,15,3997,68
佐賀,240,5265,10,0,230,0
長崎,234,15430,21,0,201,3
熊本,543,12344,53,0,474,8
大分,157,13460,19,0,136,2
宮崎,339,8161,21,0,318,1
鹿児島,371,16322,40,1,319,11
沖縄,2220,25134,345,10,1847,32
(その他),149,-,0,-,149,-
合計,71025,1418892,7868,209,61817,1362
