都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,21975,479341,844,20,20334,785
青森,1215,28467,132,0,1063,20
岩手,765,50875,69,0,665,31
宮城,7366,107359,1037,18,6234,44
秋田,344,8739,43,0,292,9
山形,1258,40885,253,3,983,22
福島,2860,166164,281,12,2461,118
茨城,7211,28059,331,7,6751,129
栃木,4985,182852,198,3,4717,70
群馬,5365,122756,254,6,5010,101
埼玉,34728,693988,1538,31,32470,720
千葉,31008,507435,895,15,29517,596
東京,127385,1870387,4148,41,121418,1819
神奈川,49961,743206,1196,27,47965,800
新潟,1806,92954,284,2,1504,18
富山,1066,45338,110,3,927,29
石川,2094,64639,143,6,1883,66
福井,675,40432,72,1,575,28
山梨,1036,33554,45,1,972,19
長野,3312,130614,341,1,2943,47
岐阜,5205,171098,179,3,4897,129
静岡,6027,266825,234,4,5672,121
愛知,29100,500368,1538,7,26957,605
三重,3063,82920,246,7,2831,74
滋賀,3054,94858,230,4,2765,59
京都,10384,189997,639,7,9590,176
大阪,63174,1182255,10073,239,51312,1234
兵庫,23286,328162,2773,77,19905,608
奈良,4729,108005,728,11,3943,58
和歌山,1633,29191,259,35,1329,19
鳥取,313,54323,78,0,223,2
島根,294,18477,7,0,287,0
岡山,3023,84188,166,3,2603,35
広島,5302,191990,91,0,5099,107
山口,1473,74020,46,0,1384,43
徳島,761,36076,193,3,544,24
香川,1012,55955,125,2,871,19
愛媛,1776,46381,288,9,1463,25
高知,947,7546,15,1,913,19
福岡,19592,539701,526,7,18725,341
佐賀,1297,34192,76,0,1226,13
長崎,1683,83022,46,0,1598,39
熊本,3561,59003,42,3,3445,74
大分,1358,99101,36,1,1300,22
宮崎,2025,26708,62,0,1938,22
鹿児島,1930,77039,69,0,1857,28
沖縄,11003,175496,1219,11,9660,130
(その他),149,-,0,-,149,-
合計,513569,10054941,32198,631,471170,9497
