都道府県名,陽性者数 検査人数,,%
北海道,21975,479341,4.6%
青森,1215,28467,4.3%
岩手,765,50875,1.5%
宮城,7366,107359,6.9%
秋田,344,8739,3.9%
山形,1258,40885,3.1%
福島,2860,166164,1.7%
茨城,7211,28059,25.7%
栃木,4985,182852,2.7%
群馬,5365,122756,4.4%
埼玉,34728,693988,5.0%
千葉,31008,507435,6.1%
東京,127385,1870387,6.8%
神奈川,49961,743206,6.7%
新潟,1806,92954,1.9%
富山,1066,45338,2.4%
石川,2094,64639,3.2%
福井,675,40432,1.7%
山梨,1036,33554,3.1%
長野,3312,130614,2.5%
岐阜,5205,171098,3.0%
静岡,6027,266825,2.3%
愛知,29100,500368,5.8%
三重,3063,82920,3.7%
滋賀,3054,94858,3.2%
京都,10384,189997,5.5%
大阪,63174,1182255,5.3%
兵庫,23286,328162,7.1%
奈良,4729,108005,4.4%
和歌山,1633,29191,5.6%
鳥取,313,54323,0.6%
島根,294,18477,1.6%
岡山,3023,84188,3.6%
広島,5302,191990,2.8%
山口,1473,74020,2.0%
徳島,761,36076,2.1%
香川,1012,55955,1.8%
愛媛,1776,46381,3.8%
高知,947,7546,12.5%
福岡,19592,539701,3.6%
佐賀,1297,34192,3.8%
長崎,1683,83022,2.0%
熊本,3561,59003,6.0%
大分,1358,99101,1.4%
宮崎,2025,26708,7.6%
鹿児島,1930,77039,2.5%
沖縄,11003,175496,6.3%
長崎船,149,0,-
合計,513569,10054941,5.1%
