都道府県名,陽性者数 検査人数,,%
北海道,989,9938,10.0%
青森,27,797,3.4%
岩手,0,465,0.0%
宮城,88,2475,3.6%
秋田,16,905,1.8%
山形,69,2541,2.7%
福島,81,2827,2.9%
茨城,168,4252,4.0%
栃木,58,2795,2.1%
群馬,147,3237,4.5%
埼玉,979,15348,6.4%
千葉,890,12272,7.3%
東京,5036,14010,35.9%
神奈川,1251,7931,15.8%
新潟,83,3710,2.2%
富山,224,2935,7.6%
石川,285,2448,11.6%
福井,122,2297,5.3%
山梨,57,3205,1.8%
⾧野,76,2324,3.3%
岐阜,150,3018,5.0%
静岡,73,3261,2.2%
愛知,503,8773,5.7%
三重,45,2264,2.0%
滋賀,98,1556,6.3%
京都,358,6285,5.7%
大阪,1765,18932,9.3%
兵庫,698,9800,7.1%
奈良,90,2383,3.8%
和歌山,63,3477,1.8%
鳥取,3,1223,0.2%
島根,24,967,2.5%
岡山,25,1483,1.7%
広島,165,6320,2.6%
山口,37,1598,2.3%
徳島,5,663,0.8%
香川,28,1935,1.4%
愛媛,70,1441,4.9%
高知,74,1650,4.5%
福岡,657,12301,5.3%
佐賀,46,1301,3.5%
⾧崎,17,2500,0.7%
熊本,48,3656,1.3%
大分,60,3644,1.6%
宮崎,17,1290,1.3%
鹿児島,10,1585,0.6%
沖縄,142,2643,5.4%
その他,149,623,23.9%
合計,16066,203284,7.9%
