都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1478,30526,114,3,1261,103
青 森,32,1476,2,0,29,1
岩手,4,1641,3,0,1,0
宮城,174,6163,27,0,146,1
秋  田,18,1177,2,0,16,0
山形,76,2934,1,0,75,1
福島,89,10284,3,0,86,0
茨城,334,7520,84,1,240,10
栃木,202,14485,51,0,147,0
群馬,197,8595,30,1,148,19
埼玉,2559,71677,521,3,1962,76
千葉,1870,29812,505,6,1315,50
東京,14022,205452,3252,22,10437,333
神奈川,2752,18776,439,11,2214,99
新潟,120,6853,27,0,92,0
富山,254,5545,21,0,211,22
石川,324,3334,16,2,281,27
福井,145,5090,19,0,118,8
山梨,107,7478,20,0,86,1
長野,122,8435,32,0,90,-
岐阜,379,11573,142,0,230,7
静岡,321,14647,135,0,185,1
愛知,2268,26790,1560,5,667,35
三重,144,4855,70,0,57,1
滋賀,207,4676,63,1,143,1
京都,855,19482,256,2,579,20
大阪,4720,80161,1503,26,3119,92
兵庫,1339,28241,286,7,1008,45
奈良,277,8733,76,1,199,2
和歌山,170,6495,43,1,122,3
鳥取,19,3334,14,0,5,0
島根,29,2987,2,0,27,0
岡山,94,3164,39,-,53,-
広島,376,13026,121,0,247,3
山口,59,4152,13,0,46,0
徳島,30,2116,16,0,9,1
香川,46,4941,4,0,42,0
愛媛,100,3117,13,1,82,5
高知,82,2307,5,0,74,3
福岡,2269,26900,1033,8,1201,35
佐賀,111,2726,66,0,62,0
長崎,135,7668,101,-,32,2
熊本,280,6504,220,0,56,4
大分,73,7292,13,0,59,1
宮崎,175,5342,148,1,27,0
鹿児島,262,11128,77,0,183,2
沖縄,637,9612,477,2,157,7
(その他),149,-,0,-,149,-
合計,40485,769222,11665,104,27775,1021
