都道府県名,陽性者数 検査人数,,%
北海道,1478,30526,4.8%
青森,32,1476,2.2%
岩手,4,1641,0.2%
宮城,174,6163,2.8%
秋田,18,1177,1.5%
山形,76,2934,2.6%
福島,89,10284,0.9%
茨城,334,7520,4.4%
栃木,202,14485,1.4%
群馬,197,8595,2.3%
埼玉,2559,71677,3.6%
千葉,1870,29812,6.3%
東京,14022,205452,6.8%
神奈川,2752,18776,14.7%
新潟,120,6853,1.8%
富山,254,5545,4.6%
石川,324,3334,9.7%
福井,145,5090,2.8%
山梨,107,7478,1.4%
長野,122,8435,1.4%
岐阜,379,11573,3.3%
静岡,321,14647,2.2%
愛知,2268,26790,8.5%
三重,144,4855,3.0%
滋賀,207,4676,4.4%
京都,855,19482,4.4%
大阪,4720,80161,5.9%
兵庫,1339,28241,4.7%
奈良,277,8733,3.2%
和歌山,170,6495,2.6%
鳥取,19,3334,0.6%
島根,29,2987,1.0%
岡山,94,3164,3.0%
広島,376,13026,2.9%
山口,59,4152,1.4%
徳島,30,2116,1.4%
香川,46,4941,0.9%
愛媛,100,3117,3.2%
高知,82,2307,3.6%
福岡,2269,26900,8.4%
佐賀,111,2726,4.1%
長崎,135,7668,1.8%
熊本,280,6504,4.3%
大分,73,7292,1.0%
宮崎,175,5342,3.3%
鹿児島,262,11128,2.4%
沖縄,637,9612,6.6%
長崎船,149,-,-
合計,40485,769222,5.3%
