都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,20260,422107,673,7,18826,725
青森,890,22763,64,0,806,20
岩手,583,40721,25,0,528,30
宮城,4411,78128,545,3,3839,27
秋田,274,7258,6,0,262,6
山形,594,30221,49,0,529,16
福島,2267,131975,246,13,1918,103
茨城,6344,25439,319,5,5902,123
栃木,4390,162281,163,0,4157,70
群馬,4783,105705,143,3,4546,94
埼玉,31452,608688,1426,39,29349,677
千葉,28453,451576,1104,18,26813,536
東京,116919,1673912,2819,46,112470,1630
神奈川,46901,657502,1035,20,45104,762
新潟,1245,75404,115,1,1114,16
富山,915,39826,8,2,879,28
石川,1891,57302,15,2,1811,63
福井,550,33950,4,0,521,25
山梨,955,29599,12,0,925,18
長野,2496,107932,94,0,2389,41
岐阜,4820,150312,58,6,4642,120
静岡,5464,228845,176,0,5179,109
愛知,26579,436037,481,12,25533,565
三重,2634,73145,80,2,2567,66
滋賀,2681,82109,122,6,2508,51
京都,9236,168878,103,3,8970,165
大阪,48905,928890,1209,56,46142,1162
兵庫,18734,276462,593,47,17569,572
奈良,3491,90358,78,6,3364,49
和歌山,1191,25337,22,2,1127,18
鳥取,210,44847,0,0,205,2
島根,285,17152,1,0,284,0
岡山,2607,75671,76,6,2479,35
広島,5070,172867,35,4,4932,103
山口,1397,64978,18,0,1336,43
徳島,466,29151,14,2,434,18
香川,776,48415,18,0,740,18
愛媛,1077,36331,16,1,1037,24
高知,912,7305,11,3,882,19
福岡,18638,484461,425,11,17891,322
佐賀,1155,30611,60,2,1105,11
長崎,1615,73213,1,0,1576,38
熊本,3485,57531,26,0,3387,74
大分,1300,87932,9,0,1269,22
宮崎,1953,24807,0,0,1924,22
鹿児島,1766,70498,8,1,1758,27
沖縄,8661,156296,344,3,8200,123
(その他),149,-,0,-,149,-
合計,451830,8704728,12849,332,429877,8788
