都道府県名,陽性者数 検査人数,,%
北海道,40546,736220,5.5%
青森,2448,47979,5.1%
岩手,1599,80286,2.0%
宮城,9036,151225,6.0%
秋田,763,14174,5.4%
山形,2011,63020,3.2%
福島,4721,263218,1.8%
茨城,10147,33005,30.7%
栃木,6688,274448,2.4%
群馬,7983,183140,4.4%
埼玉,45081,920896,4.9%
千葉,38495,644228,6.0%
東京,166578,2391688,7.0%
神奈川,64335,979806,6.6%
新潟,3364,156296,2.2%
富山,1964,68752,2.9%
石川,3880,112711,3.4%
福井,1065,61477,1.7%
山梨,1841,47764,3.9%
長野,4936,191529,2.6%
岐阜,9278,255015,3.6%
静岡,8866,377011,2.4%
愛知,49817,772821,6.4%
三重,5149,134562,3.8%
滋賀,5416,140228,3.9%
京都,16357,269395,6.1%
大阪,101831,1977471,5.1%
兵庫,40513,483247,8.4%
奈良,8081,159607,5.1%
和歌山,2652,41074,6.5%
鳥取,466,79336,0.6%
島根,550,28600,1.9%
岡山,7551,153838,4.9%
広島,11239,523290,2.1%
山口,3069,113166,2.7%
徳島,1646,61533,2.7%
香川,2067,81570,2.5%
愛媛,2736,91497,3.0%
高知,1667,10616,15.7%
福岡,34996,790040,4.4%
佐賀,2539,53227,4.8%
長崎,3068,118076,2.6%
熊本,6404,80374,8.0%
大分,3468,157458,2.2%
宮崎,3056,43724,7.0%
鹿児島,3594,107819,3.3%
沖縄,19562,236748,8.3%
長崎船,149,0,-
合計,773268,14763205,5.2%
