都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,40546,736220,3716,34,35764,1301
青森,2448,47979,62,2,2356,30
岩手,1599,80286,122,0,1431,46
宮城,9036,151225,125,8,8822,84
秋田,763,14174,14,1,729,20
山形,2011,63020,58,3,1907,46
福島,4721,263218,119,4,4444,158
茨城,10147,33005,297,11,9693,157
栃木,6688,274448,237,11,6371,80
群馬,7983,183140,125,8,7709,149
埼玉,45081,920896,986,31,43277,818
千葉,38495,644228,914,20,36887,694
東京,166578,2391688,3348,46,161071,2159
神奈川,64335,979806,1677,49,61734,924
新潟,3364,156296,139,2,3179,46
富山,1964,68752,67,5,1860,37
石川,3880,112711,110,3,3655,112
福井,1065,61477,19,0,1012,34
山梨,1841,47764,249,2,1572,20
長野,4936,191529,109,2,4810,89
岐阜,9278,255015,323,15,8775,180
静岡,8866,377011,376,4,8346,144
愛知,49817,772821,2618,74,46309,890
三重,5149,134562,197,8,4979,109
滋賀,5416,140228,252,6,5079,85
京都,16357,269395,423,22,15696,229
大阪,101831,1977471,5313,202,93118,2540
兵庫,40513,483247,669,58,38588,1259
奈良,8081,159607,160,11,7799,122
和歌山,2652,41074,24,5,2524,48
鳥取,466,79336,7,0,450,2
島根,550,28600,17,2,533,0
岡山,7551,153838,269,7,7125,120
広島,11239,523290,375,17,10621,156
山口,3069,113166,162,2,2836,71
徳島,1646,61533,22,0,1561,63
香川,2067,81570,57,3,1987,28
愛媛,2736,91497,19,4,2642,75
高知,1667,10616,109,10,1536,22
福岡,34996,790040,1658,46,32825,491
佐賀,2539,53227,32,1,2520,23
長崎,3068,118076,124,0,2876,68
熊本,6404,80374,152,8,6142,110
大分,3468,157458,82,2,3327,59
宮崎,3056,43724,40,2,2983,27
鹿児島,3594,107819,185,2,3399,33
沖縄,19562,236748,2070,74,17335,163
(その他),149,-,0,-,149,-
合計,773268,14763205,28228,827,730343,14121
