都道府県名,陽性者数 検査人数,,%
北海道,11930,207002,5.8%
青森,390,8573,4.5%
岩手,327,12829,2.5%
宮城,1682,23163,7.3%
秋田,94,3878,2.4%
山形,302,9487,3.2%
福島,682,48583,1.4%
茨城,2098,18137,11.6%
栃木,968,64646,1.5%
群馬,1867,46260,4.0%
埼玉,11290,280300,4.0%
千葉,8808,201920,4.4%
東京,50154,894214,5.6%
神奈川,16298,311376,5.2%
新潟,428,25524,1.7%
富山,484,19756,2.4%
石川,947,26524,3.6%
福井,337,17343,1.9%
山梨,467,14278,3.3%
長野,1023,40462,2.5%
岐阜,1682,55191,3.0%
静岡,2322,74303,3.1%
愛知,13519,170726,7.9%
三重,1122,26913,4.2%
滋賀,903,32908,2.7%
京都,3559,79776,4.5%
大阪,26476,405158,6.5%
兵庫,7846,120191,6.5%
奈良,1600,41712,3.8%
和歌山,572,15614,3.7%
鳥取,68,20998,0.3%
島根,178,8556,2.1%
岡山,911,27231,3.3%
広島,2026,56843,3.6%
山口,453,24734,1.8%
徳島,188,14157,1.3%
香川,206,20313,1.0%
愛媛,374,10835,3.5%
高知,465,5176,9.0%
福岡,6998,236143,3.0%
佐賀,405,13004,3.1%
長崎,352,31987,1.1%
熊本,1353,29145,4.6%
大分,559,36605,1.5%
宮崎,647,11569,5.6%
鹿児島,868,33826,2.6%
沖縄,4926,82311,6.0%
長崎船,149,0,-
合計,191303,3960180,4.8%
