都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,11930,207002,1938,35,9673,371
青森,390,8573,40,2,344,6
岩手,327,12829,117,3,196,14
宮城,1682,23163,359,4,1311,12
秋田,94,3878,4,0,89,1
山形,302,9487,108,2,192,2
福島,682,48583,138,5,534,10
茨城,2098,18137,270,11,1794,34
栃木,968,64646,242,11,726,3
群馬,1867,46260,404,6,1434,29
埼玉,11290,280300,1986,39,9127,177
千葉,8808,201920,1145,15,7559,104
東京,50154,894214,5442,66,44151,561
神奈川,16298,311376,1880,51,14188,230
新潟,428,25524,75,0,353,3
富山,484,19756,21,1,437,26
石川,947,26524,72,0,828,50
福井,337,17343,14,2,312,11
山梨,467,14278,35,1,422,10
長野,1023,40462,138,7,851,9
岐阜,1682,55191,384,4,1276,22
静岡,2322,74303,612,11,1683,27
愛知,13519,170726,2237,36,11130,152
三重,1122,26913,176,5,931,15
滋賀,903,32908,72,1,820,11
京都,3559,79776,609,8,2922,43
大阪,26476,405158,3850,156,22146,464
兵庫,7846,120191,826,45,6892,128
奈良,1600,41712,222,9,1363,15
和歌山,572,15614,44,6,510,7
鳥取,68,20998,8,1,59,0
島根,178,8556,15,1,163,0
岡山,911,27231,204,3,642,12
広島,2026,56843,279,10,1117,12
山口,453,24734,50,5,397,2
徳島,188,14157,3,0,176,9
香川,206,20313,38,0,165,3
愛媛,374,10835,53,2,312,9
高知,465,5176,166,0,294,5
福岡,6998,236143,841,13,6046,111
佐賀,405,13004,48,0,359,3
長崎,352,31987,65,2,277,3
熊本,1353,29145,161,5,1085,13
大分,559,36605,117,5,438,4
宮崎,647,11569,78,2,569,4
鹿児島,868,33826,157,1,711,13
沖縄,4926,82311,321,6,4533,77
(その他),149,-,0,-,149,-
合計,191303,3960180,26064,598,161686,2827
