都道府県名,陽性者数 検査人数,,%
北海道,2491,68951,3.6%
青森,100,3045,3.3%
,26,4874,0.5%
宮城,522,12197,4.3%
秋田,59,2361,2.5%
山形,81,5335,1.5%
福島,359,24626,1.5%
茨城,725,13174,5.5%
栃木,463,34330,1.3%
群馬,769,26309,2.9%
埼玉,5331,163276,3.3%
千葉,4505,110818,4.1%
東京,28839,535672,5.4%
神奈川,7893,178657,4.4%
新潟,180,16836,1.1%
富山,423,13903,3.0%
石川,793,15311,5.2%
福井,254,10331,2.5%
山梨,199,11173,1.8%
長野,326,20863,1.6%
岐阜,642,24976,2.6%
静岡,575,39100,1.5%
,5636,88536,6.4%
三重,549,14646,3.7%
滋賀,522,13286,3.9%
京都,1907,48126,4.0%
大阪,11464,211968,5.4%
,2978,63270,4.7%
奈良,613,23057,2.7%
和歌山,255,9917,2.6%
鳥取,36,5548,0.6%
島根,140,6017,2.3%
岡山,172,8654,2.0%
広島,649,25370,2.6%
山口,209,10853,1.9%
徳島,158,7162,2.2%
香川,98,12344,0.8%
愛媛,116,4240,2.7%
高知,140,3575,3.9%
,5139,150417,3.4%
佐賀,252,6495,3.9%
長崎,241,20708,1.2%
熊本,740,18369,4.0%
大分,159,19186,0.8%
宮崎,366,8703,4.2%
鹿児島,462,21290,2.2%
沖縄,2855,46732,6.1%
長崎船,149,0,-
合計,91560,2184587,4.2%
