都道府県名,陽性者数 検査人数,,%
北海道,1283,22763,5.6%
青森,28,1055,2.7%
岩手,0,1099,0.0%
宮城,100,4410,2.3%
秋田,16,1012,1.6%
山形,71,2621,2.7%
福島,83,7698,1.1%
茨城,196,5714,3.4%
栃木,90,8866,1.0%
群馬,155,5690,2.7%
埼玉,1396,42723,3.3%
千葉,1074,20087,5.3%
東京,7515,111462,6.7%
神奈川,1685,14021,12.0%
新潟,86,5253,1.6%
富山,230,4225,5.4%
石川,300,2956,10.1%
福井,122,3638,3.4%
山梨,76,6139,1.2%
長野,77,3454,2.2%
岐阜,162,5747,2.8%
静岡,92,8602,1.1%
愛知,528,13813,3.8%
三重,46,3021,1.5%
滋賀,104,2677,3.9%
京都,420,11599,3.6%
大阪,1945,45469,4.3%
兵庫,722,16552,4.4%
奈良,107,4383,2.4%
和歌山,71,4318,1.6%
鳥取,4,1935,0.2%
島根,24,1281,1.9%
岡山,28,2031,1.4%
広島,173,8178,2.1%
山口,37,2616,1.4%
徳島,10,1104,0.9%
香川,28,2952,0.9%
愛媛,82,2663,3.1%
高知,74,2014,3.7%
福岡,902,17729,5.1%
佐賀,47,1690,2.8%
長崎,19,3725,0.5%
熊本,49,4421,1.1%
大分,60,5313,1.1%
宮崎,18,1674,1.1%
鹿児島,124,6048,2.1%
沖縄,145,3097,4.7%
長崎船,149,-,-
合計,20753,459538,4.5%
