都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,23749,520573,1399,21,21371,854
青森,1531,32577,245,0,1264,22
岩手,867,55480,85,2,751,31
宮城,7992,117933,527,11,7385,63
秋田,430,10042,62,0,359,9
山形,1467,47220,179,4,1256,32
福島,3280,184322,338,11,2819,123
茨城,8040,29586,559,20,7348,133
栃木,5309,213140,237,3,5001,71
群馬,5867,136538,365,2,5399,103
埼玉,37400,749052,2214,28,34443,743
千葉,32865,537850,1178,19,31067,620
東京,137351,1997763,6227,53,129244,1880
神奈川,53040,800062,1827,38,50399,814
新潟,2242,106657,359,2,1861,22
富山,1291,51157,145,6,1117,29
石川,2428,69976,286,13,2069,71
福井,849,46955,153,2,683,33
山梨,1170,35312,91,1,1060,19
長野,3804,146049,343,4,3437,68
岐阜,5778,186293,414,3,5233,131
静岡,6379,290648,249,1,6009,121
愛知,32399,547913,2879,29,28896,624
三重,3662,91905,597,11,3081,81
滋賀,3642,102153,479,10,3102,61
京都,12112,210702,1404,18,10560,185
大阪,78973,1383975,18183,379,58664,1404
兵庫,30038,372338,4706,93,24664,668
奈良,6004,124213,999,21,4933,72
和歌山,2102,33520,336,56,1708,26
鳥取,365,61161,64,0,293,2
島根,343,19437,41,1,302,0
岡山,3773,95544,396,11,2907,37
広島,5778,243826,286,3,5356,109
山口,1790,82172,260,3,1487,43
徳島,1224,42608,344,7,841,39
香川,1204,60943,158,2,1030,22
愛媛,2279,58160,373,12,1873,33
高知,1017,7816,57,4,941,19
福岡,22345,593476,2385,22,19612,348
佐賀,1569,38083,216,3,1356,13
長崎,2030,90788,306,1,1695,40
熊本,4054,62800,419,9,3557,78
大分,1759,109672,386,1,1349,24
宮崎,2176,30168,125,1,2021,22
鹿児島,2062,81229,96,0,1952,28
沖縄,12328,153328,1121,10,11079,134
(その他),149,-,0,-,149,-
合計,578306,11063115,54098,951,512983,10104
