都道府県名,陽性者数 検査人数,,%
北海道,1996,54197,3.7%
青森,35,2329,1.5%
岩手,23,3974,0.6%
宮城,375,9881,3.8%
秋田,53,2082,2.5%
山形,78,5079,1.5%
福島,232,18810,1.2%
茨城,631,12228,5.2%
栃木,411,28699,1.4%
群馬,688,19671,3.5%
埼玉,4494,135235,3.3%
千葉,3715,77280,4.8%
東京,24648,427531,5.8%
神奈川,6509,144192,4.5%
新潟,168,14835,1.1%
富山,410,11637,3.5%
石川,763,12132,6.3%
福井,244,9575,2.5%
山梨,180,10434,1.7%
長野,303,18305,1.7%
岐阜,606,21729,2.8%
静岡,522,32231,1.6%
愛知,5145,71793,7.2%
三重,483,12042,4.0%
滋賀,483,11309,4.3%
京都,1705,40361,4.2%
大阪,10271,174612,5.9%
兵庫,2616,53691,4.9%
奈良,558,19714,2.8%
和歌山,238,9123,2.6%
鳥取,36,5386,0.7%
島根,138,5334,2.6%
岡山,149,7861,1.9%
広島,492,19986,2.5%
山口,195,9263,2.1%
徳島,147,6806,2.2%
香川,93,10297,0.9%
愛媛,114,4021,2.8%
高知,137,3406,4.0%
福岡,5007,46778,10.7%
佐賀,244,5746,4.2%
長崎,236,17663,1.3%
熊本,572,16109,3.6%
大分,158,15981,1.0%
宮崎,344,8514,4.0%
鹿児島,389,18115,2.1%
沖縄,2382,37072,6.4%
長崎船,149,0,-
合計,79565,1703049,4.7%
