都道府県名,陽性者数 検査人数,,%
北海道,1528,32693,4.7%
青森,32,1549,2.1%
岩手,7,1907,0.4%
宮城,181,6636,2.7%
秋田,34,1201,2.8%
山形,76,2966,2.6%
福島,96,10850,0.9%
茨城,380,8181,4.6%
栃木,243,15967,1.5%
群馬,221,9195,2.4%
埼玉,2822,78427,3.6%
千葉,2114,32150,6.6%
東京,15536,221676,7.0%
神奈川,3187,42717,7.5%
新潟,128,7408,1.7%
富山,275,5841,4.7%
石川,342,3444,9.9%
福井,153,5520,2.8%
山梨,124,7778,1.6%
⾧野,127,9345,1.4%
岐阜,450,13248,3.4%
静岡,345,16211,2.1%
愛知,2675,29908,8.9%
三重,212,5857,3.6%
滋賀,283,5474,5.2%
京都,923,20966,4.4%
大阪,5574,89268,6.2%
兵庫,1533,30984,4.9%
奈良,318,9920,3.2%
和歌山,174,6855,2.5%
鳥取,21,4016,0.5%
島根,29,3060,0.9%
岡山,110,3466,3.2%
広島,397,14241,2.8%
山口,70,4357,1.6%
徳島,57,2770,2.1%
香川,58,5419,1.1%
愛媛,101,3227,3.1%
高知,83,2383,3.5%
福岡,2754,29739,9.3%
佐賀,145,3305,4.4%
⾧崎,159,9187,1.7%
熊本,341,7611,4.5%
大分,80,7864,1.0%
宮崎,215,5940,3.6%
鹿児島,275,12147,2.3%
沖縄,968,14460,6.7%
⾧崎船,149,-,-
合計,46105,867334,5.3%
