都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1528,32693,128,3,1297,103
青 森,32,1549,2,0,29,1
岩手,7,1907,6,0,1,0
宮城,181,6636,25,1,155,1
秋  田,34,1201,18,0,16,0
山形,76,2966,1,0,75,1
福島,96,10850,9,0,87,0
茨城,380,8181,103,1,267,10
栃木,243,15967,49,2,177,0
群馬,221,9195,44,0,158,19
埼玉,2822,78427,624,6,2119,79
千葉,2114,32150,610,6,1452,52
東京,15536,221676,3594,25,11609,333
神奈川,3187,42717,513,10,2573,101
新潟,128,7408,20,0,107,0
富山,275,5841,40,1,213,22
石川,342,3444,30,2,285,27
福井,153,5520,17,1,128,8
山梨,124,7778,31,0,92,1
⾧野,127,9345,32,0,95,-
岐阜,450,13248,146,1,297,7
静岡,345,16211,111,0,233,1
愛知,2675,29908,1637,7,1153,37
三重,212,5857,119,1,78,1
滋賀,283,5474,124,3,158,1
京都,923,20966,215,3,687,21
大阪,5574,89268,1664,40,3812,95
兵庫,1533,30984,307,10,1179,47
奈良,318,9920,82,1,234,2
和歌山,174,6855,26,4,143,3
鳥取,21,4016,16,0,5,0
島根,29,3060,0,0,29,0
岡山,110,3466,30,-,76,-
広島,397,14241,104,1,287,3
山口,70,4357,20,0,50,0
徳島,57,2770,40,0,10,1
香川,58,5419,12,1,46,0
愛媛,101,3227,10,1,86,5
高知,83,2383,3,0,77,3
福岡,2754,29739,1158,14,1560,36
佐賀,145,3305,87,0,70,0
⾧崎,159,9187,120,-,36,3
熊本,341,7611,131,1,90,5
大分,80,7864,17,1,62,1
宮崎,215,5940,127,3,88,0
鹿児島,275,12147,75,0,198,2
沖縄,968,14460,734,6,231,7
(その他),149,-,0,-,149,-
合計,46105,867334,13011,156,32059,1039
