都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1317,24041,76,5,1139,102
青 森,30,1178,4,0,25,1
岩手,0,1216,0,0,0,0
宮城,112,4798,11,0,100,1
秋  田,16,1032,0,0,16,0
山形,74,2719,4,0,70,1
福島,84,8232,2,0,82,0
茨城,211,6007,20,1,181,10
栃木,107,10106,27,0,87,0
群馬,164,6443,9,0,136,19
埼玉,1617,48560,389,4,1161,67
千葉,1223,21977,210,0,967,46
東京,8640,130595,1543,7,6771,326
神奈川,1876,20112,223,9,1555,98
新潟,89,5484,5,0,83,0
富山,230,4524,2,0,206,22
石川,300,2976,4,1,269,27
福井,125,3811,3,0,114,8
山梨,76,6387,1,0,74,1
長野,81,4972,5,0,76,-
岐阜,168,6088,10,1,151,7
静岡,99,9373,15,0,83,1
愛知,538,14633,29,0,485,34
三重,52,3198,4,0,46,1
滋賀,108,3131,6,1,101,1
京都,477,13115,68,0,391,18
大阪,2126,49535,210,6,1830,86
兵庫,760,17829,41,0,674,45
奈良,138,5045,38,0,98,2
和歌山,84,4826,15,0,66,3
鳥取,5,2172,2,0,3,0
島根,25,1405,1,0,24,0
岡山,32,2094,3,-,28,-
広島,192,8633,22,0,167,3
山口,38,2828,1,0,37,0
徳島,10,1293,5,0,4,1
香川,42,3287,4,0,28,0
愛媛,82,2704,0,0,77,5
高知,76,2089,1,0,71,3
福岡,937,18558,67,4,837,33
佐賀,47,1747,0,0,47,0
長崎,32,4424,15,0,16,1
熊本,49,4508,0,0,46,3
大分,60,5589,0,0,59,1
宮崎,20,1759,3,0,17,0
鹿児島,162,8023,88,0,74,0
沖縄,149,3414,5,0,141,7
(その他),149,-,0,-,149,-
合計,23029,516470,3191,39,18862,984
