都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1927,52203,76,1,1745,106
青 森,35,2282,2,0,32,1
岩手,23,3860,0,0,23,0
宮城,351,9508,79,1,270,2
秋  田,52,1964,0,0,51,0
山形,78,5026,2,1,76,1
福島,218,18238,36,1,180,2
茨城,623,12026,35,5,572,16
栃木,385,27549,61,1,314,1
群馬,644,18889,131,1,494,19
埼玉,4417,131076,288,6,4029,100
千葉,3602,73902,340,6,3194,68
東京,24046,411359,2278,25,21378,390
神奈川,6323,138519,635,24,5552,136
新潟,162,14561,18,1,144,0
富山,410,11364,6,0,379,25
石川,750,11545,63,0,643,44
福井,244,9477,15,3,218,9
山梨,180,10263,7,2,168,5
長野,301,17873,10,0,296,1
岐阜,597,21219,33,1,554,10
静岡,517,31367,22,1,494,1
愛知,5039,68206,377,15,4584,78
三重,469,11703,75,2,389,5
滋賀,477,11063,21,0,449,7
京都,1659,38110,80,1,1554,25
大阪,10001,169292,713,29,9087,192
兵庫,2549,51988,126,11,2367,56
奈良,552,19076,16,1,527,9
和歌山,236,9005,2,0,227,4
鳥取,36,4910,13,0,23,0
島根,137,5298,0,0,137,0
岡山,148,7861,1,-,146,-
広島,475,19573,9,0,463,3
山口,195,8763,21,1,173,1
徳島,147,6744,28,0,107,9
香川,93,10050,9,0,82,2
愛媛,114,3973,0,0,108,6
高知,137,3390,4,0,129,4
福岡,4996,46307,211,10,4695,90
佐賀,245,5662,2,0,244,0
長崎,236,17210,3,0,227,3
熊本,571,16030,24,0,539,8
大分,158,15465,5,0,151,2
宮崎,344,8455,4,0,340,1
鹿児島,376,17562,8,0,368,12
沖縄,2338,35020,137,9,2160,45
(その他),149,-,0,-,149,-
合計,77762,1644786,6026,159,70231,1499
