都道府県名,陽性者数 検査人数,,%
北海道,18642,358018,5.2%
青森,812,16916,4.8%
岩手,539,23058,2.3%
宮城,3519,49792,7.1%
秋田,269,6949,3.9%
山形,534,16817,3.2%
福島,1849,101050,1.8%
茨城,5437,24627,22.1%
栃木,3990,118611,3.4%
群馬,4324,86627,5.0%
埼玉,28100,517425,5.4%
千葉,24995,376831,6.6%
東京,108337,1455652,7.4%
神奈川,43583,558393,7.8%
新潟,1019,41225,2.5%
富山,895,34498,2.6%
石川,1728,47001,3.7%
福井,535,29498,1.8%
山梨,929,23510,4.0%
長野,2349,93539,2.5%
岐阜,4628,124281,3.7%
静岡,4903,172715,2.8%
愛知,25310,367004,6.9%
三重,2420,56417,4.3%
滋賀,2348,65904,3.6%
京都,8940,147702,6.1%
大阪,46247,736011,6.3%
兵庫,17586,230959,7.6%
奈良,3300,77579,4.3%
和歌山,1154,24003,4.8%
鳥取,207,38438,0.5%
島根,280,14340,2.0%
岡山,2458,60138,4.1%
広島,4976,143647,3.5%
山口,1363,55951,2.4%
徳島,439,24491,1.8%
香川,726,42239,1.7%
愛媛,1029,29656,3.5%
高知,882,7086,12.4%
福岡,17490,417809,4.2%
佐賀,995,26359,3.8%
長崎,1586,64165,2.5%
熊本,3425,55943,6.1%
大分,1271,74466,1.7%
宮崎,1938,24581,7.9%
鹿児島,1739,64107,2.7%
沖縄,8029,139601,5.8%
長崎船,149,0,-
合計,418203,7265629,5.8%
