都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,18642,358018,779,16,17200,644
青森,812,16916,69,2,725,18
岩手,539,23058,26,1,484,29
宮城,3519,49792,80,5,3416,23
秋田,269,6949,13,0,250,6
山形,534,16817,19,0,500,15
福島,1849,101050,111,6,1674,64
茨城,5437,24627,342,15,4995,100
栃木,3990,118611,183,8,3747,60
群馬,4324,86627,238,5,4005,81
埼玉,28100,517425,2164,44,25447,489
千葉,24995,376831,2099,21,22523,373
東京,108337,1455652,4358,87,102796,1183
神奈川,43583,558393,1303,35,41657,623
新潟,1019,41225,77,1,928,14
富山,895,34498,22,3,846,27
石川,1728,47001,222,3,1498,60
福井,535,29498,21,2,489,25
山梨,929,23510,16,1,897,16
長野,2349,93539,27,0,2313,41
岐阜,4628,124281,243,9,4289,96
静岡,4903,172715,179,1,4632,92
愛知,25310,367004,1120,35,23703,487
三重,2420,56417,160,11,2214,46
滋賀,2348,65904,152,4,2156,40
京都,8940,147702,482,5,8331,147
大阪,46247,736011,1609,116,43124,1078
兵庫,17586,230959,663,54,16429,494
奈良,3300,77579,139,4,3117,44
和歌山,1154,24003,42,4,1071,17
鳥取,207,38438,3,0,199,2
島根,280,14340,6,1,274,0
岡山,2458,60138,96,5,2300,26
広島,4976,143647,109,7,4753,99
山口,1363,55951,113,1,1215,35
徳島,439,24491,50,1,373,16
香川,726,42239,39,1,669,18
愛媛,1029,29656,32,1,975,22
高知,882,7086,19,1,846,17
福岡,17490,417809,1110,29,16133,247
佐賀,995,26359,27,0,982,7
長崎,1586,64165,83,3,1469,36
熊本,3425,55943,72,10,3252,70
大分,1271,74466,69,0,1184,18
宮崎,1938,24581,62,0,1848,21
鹿児島,1739,64107,92,4,1646,24
沖縄,8029,139601,332,2,7598,104
(その他),149,-,0,-,149,-
合計,418203,7265629,19272,564,391321,7194
