都道府県名,陽性者数 検査人数,,%
北海道,15502,274167,5.7%
青森,622,11816,5.3%
岩手,454,16693,2.7%
宮城,2834,43195,6.6%
秋田,189,5211,3.6%
山形,440,11642,3.8%
福島,1373,68888,2.0%
茨城,3617,20711,17.5%
栃木,3012,86920,3.5%
群馬,3146,63526,5.0%
埼玉,19770,377375,5.2%
千葉,15883,258017,6.2%
東京,82069,1150773,7.1%
神奈川,31563,412964,7.6%
新潟,754,32371,2.3%
富山,768,26823,2.9%
石川,1287,35148,3.7%
福井,436,22547,1.9%
山梨,816,14741,5.5%
長野,1876,63438,3.0%
岐阜,3366,83213,4.0%
静岡,3705,106902,3.5%
愛知,20377,257837,7.9%
三重,1717,35367,4.9%
滋賀,1698,45687,3.7%
京都,6463,111064,5.8%
大阪,37002,550329,6.7%
兵庫,12978,166607,7.8%
奈良,2525,58339,4.3%
和歌山,836,18660,4.5%
鳥取,173,29204,0.6%
島根,233,10183,2.3%
岡山,2002,35839,5.6%
広島,4270,99692,4.3%
山口,779,35818,2.2%
徳島,284,17481,1.6%
香川,514,31353,1.6%
愛媛,786,18632,4.2%
高知,761,6276,12.1%
福岡,12349,308566,4.0%
佐賀,733,18336,4.0%
長崎,1157,47964,2.4%
熊本,2722,43346,6.3%
大分,897,52773,1.7%
宮崎,1475,18888,7.8%
鹿児島,1301,47627,2.7%
沖縄,6181,98894,6.3%
長崎船,149,0,-
合計,313844,5351843,5.9%
