都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,15502,274167,1578,10,13344,527
青森,622,11816,89,1,525,8
岩手,454,16693,67,1,362,25
宮城,2834,43195,502,8,2314,18
秋田,189,5211,32,0,156,1
山形,440,11642,52,2,376,12
福島,1373,68888,364,6,979,30
茨城,3617,20711,871,9,2705,41
栃木,3012,86920,1359,19,1653,17
群馬,3146,63526,628,11,2460,58
埼玉,19770,377375,5747,74,13765,258
千葉,15883,258017,4795,40,10928,160
東京,82069,1150773,19797,133,61555,717
神奈川,31563,412964,6139,101,25084,340
新潟,754,32371,185,1,569,5
富山,768,26823,159,3,583,26
石川,1287,35148,191,11,1070,53
福井,436,22547,72,4,351,12
山梨,816,14741,155,4,650,11
長野,1876,63438,472,4,1387,21
岐阜,3366,83213,675,17,2638,53
静岡,3705,106902,950,7,2694,61
愛知,20377,257837,3449,57,16623,305
三重,1717,35367,345,5,1349,23
滋賀,1698,45687,420,15,1260,18
京都,6463,111064,1429,19,5013,78
大阪,37002,550329,6417,187,29859,726
兵庫,12978,166607,1815,73,10865,298
奈良,2525,58339,393,12,2101,31
和歌山,836,18660,114,9,701,10
鳥取,173,29204,50,2,118,2
島根,233,10183,20,0,213,0
岡山,2002,35839,479,17,1434,16
広島,4270,99692,593,15,3485,66
山口,779,35818,160,2,610,5
徳島,284,17481,78,0,197,9
香川,514,31353,198,2,311,5
愛媛,786,18632,251,5,522,13
高知,761,6276,59,5,690,12
福岡,12349,308566,3234,23,8979,136
佐賀,733,18336,226,3,516,3
長崎,1157,47964,290,6,692,12
熊本,2722,43346,271,20,1901,36
大分,897,52773,150,6,737,10
宮崎,1475,18888,485,6,990,11
鹿児島,1301,47627,244,3,1057,14
沖縄,6181,98894,579,7,5521,86
(その他),149,-,0,-,149,-
合計,313844,5351843,66628,965,242041,4379
