都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,41828,802986,575,11,39814,1412
青森,2539,52521,38,0,2470,31
岩手,1788,89077,96,1,1645,47
宮城,9319,161279,162,3,9048,91
秋田,939,16159,44,2,875,20
山形,2061,67445,41,1,1973,47
福島,5090,290672,182,4,4747,161
茨城,10837,33871,254,5,10417,166
栃木,7242,312726,183,10,6977,82
群馬,8088,199003,47,3,7887,154
埼玉,47928,999757,1469,23,45622,837
千葉,42044,718903,1417,16,39910,717
東京,181638,2606875,6246,61,173136,2256
神奈川,70316,1072099,2292,39,67060,964
新潟,3489,177804,99,0,3337,53
富山,2058,76215,22,2,1998,38
石川,4034,126604,96,1,3820,115
福井,1389,72341,106,1,1248,35
山梨,2144,62325,51,0,2072,21
長野,5060,212206,39,0,5005,93
岐阜,9494,278331,55,5,9252,187
静岡,9595,418670,337,5,9106,152
愛知,51559,854147,622,15,49955,982
三重,5345,148938,98,3,5273,113
滋賀,5626,158013,79,2,5457,90
京都,16813,292101,173,4,16366,247
大阪,104849,2254781,1536,121,99814,2693
兵庫,41245,522957,315,15,39620,1310
奈良,8465,174026,132,6,8201,132
和歌山,2710,42534,17,1,2586,49
鳥取,495,86135,21,0,464,2
島根,561,32023,8,0,551,2
岡山,7616,168599,22,1,7455,126
広島,11575,565038,72,8,11316,176
山口,3175,124469,38,1,3057,80
徳島,1666,66573,11,0,1592,63
香川,2118,88645,23,1,2069,31
愛媛,2758,98760,6,2,2677,75
高知,1896,11842,70,4,1799,27
福岡,35930,856843,412,9,34958,525
佐賀,2570,58837,18,0,2564,24
長崎,3229,128664,40,0,3120,69
熊本,6495,82514,27,1,6349,119
大分,3504,174263,18,0,3422,64
宮崎,3107,44740,19,0,3048,27
鹿児島,3736,113742,54,1,3677,39
沖縄,21349,259185,650,44,20499,206
(その他),149,-,0,-,149,-
合計,817461,16256238,18332,432,783457,14950
