都道府県名,陽性者数 検査人数,,%
北海道,1199,19327,6.2%
青森,27,946,2.9%
岩手,0,888,0.0%
宮城,90,3509,2.6%
秋田,16,984,1.6%
山形,69,2505,2.8%
福島,82,6249,1.3%
茨城,170,5168,3.3%
栃木,66,6255,1.1%
群馬,151,4628,3.3%
埼玉,1054,31321,3.4%
千葉,929,17374,5.3%
東京,5840,69832,8.4%
神奈川,1434,12108,11.8%
新潟,84,4799,1.8%
富山,227,3847,5.9%
石川,300,2873,10.4%
福井,122,3244,3.8%
山梨,72,5351,1.3%
長野,77,3141,2.5%
岐阜,156,4859,3.2%
静岡,80,7108,1.1%
愛知,523,12180,4.3%
三重,46,2791,1.6%
滋賀,101,2244,4.5%
京都,365,9653,3.8%
大阪,1809,37925,4.8%
兵庫,702,14018,5.0%
奈良,92,3491,2.6%
和歌山,64,3904,1.6%
鳥取,3,1456,0.2%
島根,24,1219,2.0%
岡山,25,1870,1.3%
広島,168,7657,2.2%
山口,37,2129,1.7%
徳島,5,848,0.6%
香川,28,2522,1.1%
愛媛,82,2575,3.2%
高知,74,1935,3.8%
福岡,838,15619,5.4%
佐賀,47,1600,2.9%
長崎,17,3136,0.5%
熊本,49,4178,1.2%
大分,60,4663,1.3%
宮崎,17,1525,1.1%
鹿児島,11,2494,0.4%
沖縄,142,3000,4.7%
長崎船,149,-,-
合計,17723,360948,4.9%
