都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,20371,426277,711,8,18916,731
青森,896,22887,67,0,809,20
岩手,587,41402,27,0,530,30
宮城,4630,79552,684,3,3919,27
秋田,277,7258,9,0,262,6
山形,646,30356,92,0,538,16
福島,2314,134132,263,13,1947,104
茨城,6399,25439,328,5,5948,123
栃木,4422,164216,166,0,4186,70
群馬,4819,105705,166,3,4559,94
埼玉,31664,610951,1304,35,29671,689
千葉,28639,453485,1080,19,27019,540
東京,117517,1677725,2978,47,112903,1636
神奈川,47085,657502,982,19,45338,765
新潟,1274,75965,127,1,1131,16
富山,921,39826,14,2,879,28
石川,1894,57623,17,2,1812,63
福井,553,34087,7,0,521,25
山梨,955,29599,12,0,925,18
長野,2532,107932,113,1,2403,41
岐阜,4827,150950,58,5,4648,121
静岡,5493,228845,184,0,5199,110
愛知,26681,436037,486,10,25625,570
三重,2643,73145,79,2,2576,67
滋賀,2693,82402,104,5,2538,51
京都,9236,168878,103,3,8970,165
大阪,49158,946152,1277,59,46321,1162
兵庫,18859,279750,632,45,17655,572
奈良,3511,90358,82,5,3379,50
和歌山,1202,25479,29,2,1131,18
鳥取,210,44852,0,0,205,2
島根,285,17152,0,0,285,0
岡山,2620,75671,76,6,2479,35
広島,5078,173745,33,4,4939,103
山口,1397,64978,18,0,1336,43
徳島,468,29265,14,2,436,18
香川,779,48698,20,0,741,18
愛媛,1084,36361,20,1,1040,24
高知,912,7331,10,3,883,19
福岡,18716,486963,419,10,17972,325
佐賀,1162,30738,49,2,1123,11
長崎,1616,73577,2,0,1576,38
熊本,3485,57577,26,0,3392,74
大分,1301,88359,10,0,1269,22
宮崎,1953,24807,0,0,1924,22
鹿児島,1774,70682,10,0,1759,28
沖縄,8751,157712,383,2,8251,123
(その他),149,-,0,-,149,-
合計,454438,8752383,13271,324,432017,8833
