都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,14314,255733,1419,18,12458,496
青森,554,11027,95,2,451,8
岩手,410,15296,47,3,338,25
宮城,2456,25820,368,8,2072,16
秋田,165,4891,35,0,129,1
山形,422,11028,58,4,355,9
福島,1140,63058,302,8,810,28
茨城,2947,19492,565,9,2343,39
栃木,2254,79469,987,11,1267,9
群馬,2735,58301,494,14,2192,49
埼玉,16895,349900,4426,66,12227,242
千葉,13353,242976,3487,28,9735,131
東京,71182,1072713,15734,129,54774,674
神奈川,25618,381811,4160,86,21154,304
新潟,627,29546,130,0,497,3
富山,656,23807,106,2,524,26
石川,1193,32334,176,9,981,52
福井,387,20752,40,1,334,12
山梨,676,14741,119,2,546,11
長野,1500,55758,305,6,1137,18
岐阜,2868,75002,662,12,2162,44
静岡,3094,106902,616,7,2430,48
愛知,18310,231862,2803,41,15251,256
三重,1471,32398,227,4,1223,21
滋賀,1464,41193,359,11,1090,15
京都,5518,101733,1128,15,4368,69
大阪,33273,508066,4829,168,27788,656
兵庫,11198,153114,1149,54,9795,254
奈良,2266,53820,371,10,1869,26
和歌山,733,17403,118,5,596,8
鳥取,161,27288,75,3,84,0
島根,221,9344,16,1,205,0
岡山,1695,35839,327,9,1241,15
広島,3740,86026,703,13,2734,51
山口,668,32146,121,1,540,3
徳島,221,16230,24,0,188,9
香川,403,27822,146,1,254,3
愛媛,607,15508,177,2,417,13
高知,721,6112,81,5,630,10
福岡,10368,285837,2264,19,7978,125
佐賀,566,16188,114,1,457,3
長崎,855,44000,256,10,517,7
熊本,2172,39141,219,16,1680,28
大分,808,48416,160,4,642,6
宮崎,1173,15272,445,2,728,10
鹿児島,1189,43160,214,1,975,14
沖縄,5759,94217,468,6,5212,84
(その他),149,-,0,-,149,-
合計,271155,4932492,51125,827,215527,3931
