都道府県名,陽性者数 検査人数,,%
北海道,14314,255733,5.6%
青森,554,11027,5.0%
岩手,410,15296,2.7%
宮城,2456,25820,9.5%
秋田,165,4891,3.4%
山形,422,11028,3.8%
福島,1140,63058,1.8%
茨城,2947,19492,15.1%
栃木,2254,79469,2.8%
群馬,2735,58301,4.7%
埼玉,16895,349900,4.8%
千葉,13353,242976,5.5%
東京,71182,1072713,6.6%
神奈川,25618,381811,6.7%
新潟,627,29546,2.1%
富山,656,23807,2.8%
石川,1193,32334,3.7%
福井,387,20752,1.9%
山梨,676,14741,4.6%
長野,1500,55758,2.7%
岐阜,2868,75002,3.8%
静岡,3094,106902,2.9%
愛知,18310,231862,7.9%
三重,1471,32398,4.5%
滋賀,1464,41193,3.6%
京都,5518,101733,5.4%
大阪,33273,508066,6.5%
兵庫,11198,153114,7.3%
奈良,2266,53820,4.2%
和歌山,733,17403,4.2%
鳥取,161,27288,0.6%
島根,221,9344,2.4%
岡山,1695,35839,4.7%
広島,3740,86026,4.3%
山口,668,32146,2.1%
徳島,221,16230,1.4%
香川,403,27822,1.4%
愛媛,607,15508,3.9%
高知,721,6112,11.8%
福岡,10368,285837,3.6%
佐賀,566,16188,3.5%
長崎,855,44000,1.9%
熊本,2172,39141,5.5%
大分,808,48416,1.7%
宮崎,1173,15272,7.7%
鹿児島,1189,43160,2.8%
沖縄,5759,94217,6.1%
長崎船,149,0,-
合計,271155,4932492,5.5%
