都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,6918,125579,2143,19,4629,146
青 森,280,6349,19,2,255,6
岩手,137,7787,96,1,41,0
宮城,1091,17468,195,8,887,9
秋  田,74,3155,6,1,68,0
山形,109,7233,20,0,89,1
福島,476,37642,60,4,410,6
茨城,1252,15503,317,6,916,19
栃木,572,51105,72,5,500,2
群馬,1045,34203,99,1,925,21
埼玉,7614,217782,1081,17,6402,131
千葉,6388,155169,829,9,5473,86
東京,37708,707444,3846,40,33383,479
神奈川,11344,234414,1207,44,9953,184
新潟,300,20993,89,1,211,0
富山,445,16124,20,0,399,26
石川,835,20694,8,0,778,49
福井,302,13555,31,0,260,11
山梨,298,12801,50,2,241,7
長野,606,27741,169,0,436,6
岐阜,918,31414,130,0,775,13
静岡,1111,51416,339,3,768,4
愛知,8675,124749,1505,18,7065,105
三重,721,18271,119,5,595,7
滋賀,735,25071,91,0,635,9
京都,2409,60062,214,3,2160,35
大阪,17649,294716,2972,91,14381,277
兵庫,4638,84801,679,27,3880,79
奈良,989,29663,200,4,778,11
和歌山,384,12288,68,4,306,4
鳥取,53,15395,7,0,46,0
島根,142,6498,1,0,141,0
岡山,498,17220,109,3,310,11
広島,741,31670,51,0,685,6
山口,352,13795,116,2,230,2
徳島,179,7742,8,2,161,9
香川,131,15828,23,0,106,2
愛媛,208,5350,91,2,111,6
高知,146,3718,2,0,140,4
福岡,5543,189891,187,3,5250,106
佐賀,293,8850,17,0,277,1
長崎,254,25747,13,0,243,3
熊本,967,22960,75,2,861,12
大分,219,25001,55,0,161,3
宮崎,428,8918,56,0,372,1
鹿児島,592,25683,48,0,537,13
沖縄,3999,67432,345,2,3591,68
(その他),149,-,0,-,149,-
合計,130917,2956890,17878,331,110970,1980
