都道府県名,陽性者数 検査人数,,%
北海道,1413,28554,4.9%
青森,32,1445,2.2%
岩手,3,1480,0.2%
宮城,158,5843,2.7%
秋田,18,1146,1.6%
山形,76,2894,2.6%
福島,89,9845,0.9%
茨城,280,7081,4.0%
栃木,195,13517,1.4%
群馬,190,8173,2.3%
埼玉,2313,66219,3.5%
千葉,1656,28022,5.9%
東京,12691,187764,6.8%
神奈川,2484,18126,13.7%
新潟,111,6417,1.7%
富山,238,5323,4.5%
石川,321,3266,9.8%
福井,139,4852,2.9%
山梨,94,7260,1.3%
長野,105,7146,1.5%
岐阜,331,10353,3.2%
静岡,269,13280,2.0%
愛知,1609,22910,7.0%
三重,91,4322,2.1%
滋賀,171,4368,3.9%
京都,758,17749,4.3%
大阪,4057,72661,5.6%
兵庫,1158,25952,4.5%
奈良,235,8733,2.7%
和歌山,150,6159,2.4%
鳥取,15,2785,0.5%
島根,29,2916,1.0%
岡山,79,2974,2.7%
広島,312,11610,2.7%
山口,53,3872,1.4%
徳島,25,1788,1.4%
香川,46,4635,1.0%
愛媛,89,3006,3.0%
高知,80,2252,3.6%
福岡,1756,23888,7.4%
佐賀,82,2407,3.4%
長崎,74,6830,1.1%
熊本,191,5498,3.5%
大分,66,6680,1.0%
宮崎,121,3985,3.0%
鹿児島,236,10464,2.3%
沖縄,395,8033,4.9%
長崎船,149,-,-
合計,35233,704483,5.0%
