都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1413,28554,73,3,1237,103
青 森,32,1445,2,0,29,1
岩手,3,1480,3,0,0,0
宮城,158,5843,17,0,140,1
秋  田,18,1146,2,0,16,0
山形,76,2894,1,0,75,1
福島,89,9845,6,0,83,0
茨城,280,7081,54,1,216,10
栃木,195,13517,47,0,139,0
群馬,190,8173,30,1,141,19
埼玉,2313,66219,504,2,1735,74
千葉,1656,28022,370,4,1237,49
東京,12691,187764,2744,16,9615,332
神奈川,2484,18126,341,10,2044,99
新潟,111,6417,22,0,88,0
富山,238,5323,6,0,210,22
石川,321,3266,19,3,275,27
福井,139,4852,14,0,117,8
山梨,94,7260,14,0,79,1
長野,105,7146,22,0,83,-
岐阜,331,10353,123,0,201,7
静岡,269,13280,140,1,128,1
愛知,1609,22910,1015,2,553,35
三重,91,4322,35,0,53,1
滋賀,171,4368,57,2,113,1
京都,758,17749,210,2,528,20
大阪,4057,72661,1262,19,2702,90
兵庫,1158,25952,236,5,877,45
奈良,235,8733,55,0,178,2
和歌山,150,6159,43,2,102,3
鳥取,15,2785,10,0,5,0
島根,29,2916,4,0,25,0
岡山,79,2974,32,-,42,-
広島,312,11610,84,0,222,3
山口,53,3872,12,0,41,0
徳島,25,1788,13,0,8,1
香川,46,4635,4,0,42,0
愛媛,89,3006,2,0,82,5
高知,80,2252,4,0,73,3
福岡,1756,23888,661,4,1062,33
佐賀,82,2407,33,0,53,0
長崎,74,6830,45,-,27,2
熊本,191,5498,140,0,48,3
大分,66,6680,6,0,59,1
宮崎,121,3985,100,0,21,0
鹿児島,236,10464,84,0,152,0
沖縄,395,8033,244,3,148,7
(その他),149,-,0,-,149,-
合計,35233,704483,8945,80,25253,1010
