都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,10564,179615,2252,32,8025,287
青森,358,7732,61,2,291,6
岩手,230,10500,54,4,168,8
宮城,1379,20768,182,3,1185,12
秋田,90,3746,0,0,89,1
山形,211,8725,72,1,138,1
福島,565,43381,71,5,486,8
茨城,1911,17732,340,16,1546,25
栃木,822,59955,207,9,615,2
群馬,1526,40734,282,9,1176,24
埼玉,9916,257874,1661,30,8087,168
千葉,7842,187875,856,13,6891,95
東京,45529,832855,4624,59,40375,530
神奈川,14314,278675,1432,55,12662,220
新潟,374,23908,80,0,294,0
富山,462,18434,6,1,430,26
石川,888,24224,33,0,806,50
福井,331,16405,18,2,302,11
山梨,437,14053,87,0,341,9
長野,892,35313,126,3,729,6
岐阜,1381,47457,291,2,1074,16
静岡,2059,67074,638,16,1402,19
愛知,11881,150622,2026,28,9717,138
三重,1011,22079,184,6,817,10
滋賀,847,30278,66,1,770,11
京都,3022,72905,369,8,2622,39
大阪,23835,367365,4359,150,19065,389
兵庫,6849,108330,828,42,5918,103
奈良,1410,37665,255,6,1142,13
和歌山,538,14550,75,9,445,7
鳥取,67,19267,10,0,56,0
島根,159,7158,11,0,148,0
岡山,702,20802,116,3,562,11
広島,1249,39067,257,6,857,8
山口,427,22347,54,3,367,2
徳島,187,13733,5,0,173,9
香川,195,19072,56,0,136,3
愛媛,354,8650,68,2,278,7
高知,301,4414,129,1,168,4
福岡,6343,218811,485,10,5748,110
佐賀,367,11101,60,0,311,3
長崎,278,29063,11,0,265,3
熊本,1152,27107,89,7,1012,13
大分,464,32363,161,1,300,3
宮崎,579,10795,94,1,485,3
鹿児島,741,29617,120,1,621,13
沖縄,4702,78065,385,7,4247,75
(その他),149,-,0,-,149,-
合計,169890,3592261,23646,554,143491,2501
