都道府県名,陽性者数 検査人数,,%
北海道,13972,248977,5.6%
青森,537,10782,5.0%
岩手,402,14933,2.7%
宮城,2313,25382,9.1%
秋田,159,4876,3.3%
山形,417,10710,3.9%
福島,1073,60960,1.8%
茨城,2730,19218,14.2%
栃木,1974,77151,2.6%
群馬,2552,56541,4.5%
埼玉,15939,339325,4.7%
千葉,12449,238660,5.2%
東京,66343,1045327,6.3%
神奈川,24101,370679,6.5%
新潟,602,29052,2.1%
富山,605,23199,2.6%
石川,1151,31276,3.7%
福井,376,20310,1.9%
山梨,622,14675,4.2%
長野,1354,54168,2.5%
岐阜,2694,71564,3.8%
静岡,2926,103350,2.8%
愛知,17515,231862,7.6%
三重,1402,30675,4.6%
滋賀,1371,39877,3.4%
京都,5256,98825,5.3%
大阪,32012,491431,6.5%
兵庫,10670,147765,7.2%
奈良,2184,52687,4.1%
和歌山,696,17035,4.1%
鳥取,149,26013,0.6%
島根,216,9344,2.3%
岡山,1583,31723,5.0%
広島,3662,75233,4.9%
山口,640,32146,2.0%
徳島,216,15862,1.4%
香川,337,26310,1.3%
愛媛,541,14011,3.9%
高知,700,6048,11.6%
福岡,9980,278115,3.6%
佐賀,521,15796,3.3%
長崎,812,42170,1.9%
熊本,2036,38126,5.3%
大分,772,46653,1.7%
宮崎,996,14118,7.1%
鹿児島,1094,41836,2.6%
沖縄,5611,92903,6.0%
長崎船,149,0,-
合計,256412,4787679,5.4%
