都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,27511,567299,3261,26,23127,906
青森,1838,36421,297,5,1515,26
岩手,1122,62028,199,1,887,36
宮城,8361,126044,425,12,7846,74
秋田,620,11844,141,0,470,9
山形,1622,50582,127,6,1459,36
福島,3966,200141,604,23,3233,129
茨城,8680,31047,466,16,8079,135
栃木,5650,223235,283,4,5293,74
群馬,6842,147594,717,17,6016,109
埼玉,40289,796576,2699,49,36838,752
千葉,34691,563836,1362,17,32681,648
東京,148092,2105672,7169,81,139000,1923
神奈川,56253,845267,2097,51,53315,841
新潟,2646,118647,358,2,2261,27
富山,1428,54650,139,6,1257,32
石川,2957,75110,542,15,2325,88
福井,962,53134,85,1,844,33
山梨,1334,36365,126,3,1190,19
長野,4154,156344,300,7,3841,72
岐阜,6905,202486,894,12,5871,140
静岡,6938,312707,456,7,6353,129
愛知,37130,598686,4334,50,32140,656
三重,4216,104528,572,14,3657,93
滋賀,4257,111107,608,11,3582,67
京都,13813,228075,1618,30,12047,194
大阪,91184,1559121,21900,401,66587,1785
兵庫,35552,407485,4679,91,30076,797
奈良,7065,135346,920,26,6054,91
和歌山,2389,36154,217,40,2100,34
鳥取,404,65378,41,0,354,2
島根,385,21314,30,1,355,0
岡山,5257,108427,863,20,3492,49
広島,7100,307758,681,13,5963,111
山口,2170,82172,373,4,1748,49
徳島,1506,48215,227,8,1227,52
香川,1629,66175,376,4,1236,23
愛媛,2555,69556,269,7,2226,60
高知,1126,8584,58,3,1048,20
福岡,27608,648462,4517,51,22314,374
佐賀,2041,42582,339,3,1625,15
長崎,2563,98232,514,14,2006,46
熊本,4797,69306,670,16,4044,83
大分,2525,122075,688,3,1807,30
宮崎,2657,34771,439,4,2186,24
鹿児島,2649,88808,422,1,2175,28
沖縄,13263,198729,1153,13,11977,139
(その他),149,-,0,-,149,-
合計,648851,12038075,69255,1189,565876,11060
