都道府県名,陽性者数 検査人数,,%
北海道,27511,567299,4.8%
青森,1838,36421,5.0%
岩手,1122,62028,1.8%
宮城,8361,126044,6.6%
秋田,620,11844,5.2%
山形,1622,50582,3.2%
福島,3966,200141,2.0%
茨城,8680,31047,28.0%
栃木,5650,223235,2.5%
群馬,6842,147594,4.6%
埼玉,40289,796576,5.1%
千葉,34691,563836,6.2%
東京,148092,2105672,7.0%
神奈川,56253,845267,6.7%
新潟,2646,118647,2.2%
富山,1428,54650,2.6%
石川,2957,75110,3.9%
福井,962,53134,1.8%
山梨,1334,36365,3.7%
長野,4154,156344,2.7%
岐阜,6905,202486,3.4%
静岡,6938,312707,2.2%
愛知,37130,598686,6.2%
三重,4216,104528,4.0%
滋賀,4257,111107,3.8%
京都,13813,228075,6.1%
大阪,91184,1559121,5.8%
兵庫,35552,407485,8.7%
奈良,7065,135346,5.2%
和歌山,2389,36154,6.6%
鳥取,404,65378,0.6%
島根,385,21314,1.8%
岡山,5257,108427,4.8%
広島,7100,307758,2.3%
山口,2170,82172,2.6%
徳島,1506,48215,3.1%
香川,1629,66175,2.5%
愛媛,2555,69556,3.7%
高知,1126,8584,13.1%
福岡,27608,648462,4.3%
佐賀,2041,42582,4.8%
長崎,2563,98232,2.6%
熊本,4797,69306,6.9%
大分,2525,122075,2.1%
宮崎,2657,34771,7.6%
鹿児島,2649,88808,3.0%
沖縄,13263,198729,6.7%
長崎船,149,0,-
合計,648851,12038075,5.4%
