都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1455,30013,100,3,1252,103
青 森,32,1463,2,0,29,1
岩手,4,1616,4,0,0,0
宮城,168,6125,23,0,144,1
秋  田,18,1168,2,0,16,0
山形,76,2924,1,0,75,1
福島,89,10114,3,0,86,0
茨城,327,7509,82,0,235,10
栃木,202,14138,50,0,146,0
群馬,194,8406,32,2,143,19
埼玉,2510,69560,522,3,1914,74
千葉,1823,29417,469,6,1304,50
東京,13713,199758,3268,15,10112,333
神奈川,2663,18625,403,11,2161,99
新潟,119,6713,29,0,89,0
富山,248,5509,15,0,211,22
石川,323,3323,16,2,280,27
福井,142,5005,16,0,118,8
山梨,103,7435,17,0,85,1
長野,119,7992,36,0,83,-
岐阜,362,10950,135,0,220,7
静岡,309,14199,145,0,163,1
愛知,2143,25979,1199,5,620,35
三重,124,4624,67,0,55,1
滋賀,202,4542,64,1,137,1
京都,826,19088,253,2,553,20
大阪,4527,77782,1417,27,3013,91
兵庫,1312,27807,312,4,955,45
奈良,272,8733,82,1,188,2
和歌山,169,6401,50,1,114,3
鳥取,18,3218,13,0,5,0
島根,29,2973,2,0,27,0
岡山,91,3122,37,-,50,-
広島,357,12799,114,0,236,3
山口,58,4091,13,0,45,0
徳島,28,2056,16,0,8,1
香川,46,4782,4,0,42,0
愛媛,99,3076,12,0,82,5
高知,82,2298,5,0,74,3
福岡,2192,26370,993,3,1165,34
佐賀,102,2609,55,0,60,0
長崎,117,7539,83,-,32,2
熊本,243,6388,184,0,55,4
大分,68,6956,8,0,59,1
宮崎,157,5088,132,0,25,0
鹿児島,256,10999,80,0,176,0
沖縄,554,9200,398,2,153,7
(その他),149,-,0,-,149,-
合計,39220,750482,10963,88,26944,1015
