都道府県名,陽性者数 検査人数,,%
北海道,1884,50149,3.8%
青森,35,2227,1.6%
岩手,23,3745,0.6%
宮城,313,8995,3.5%
秋田,51,1868,2.7%
山形,78,5006,1.6%
福島,214,17489,1.2%
茨城,616,11796,5.2%
栃木,368,25993,1.4%
群馬,567,17931,3.2%
埼玉,4320,127974,3.4%
千葉,3446,68574,5.0%
東京,23274,392220,5.9%
神奈川,6012,132257,4.5%
新潟,151,14070,1.1%
富山,408,11173,3.7%
石川,736,11006,6.7%
福井,244,9284,2.6%
山梨,179,10135,1.8%
長野,297,17391,1.7%
岐阜,596,20367,2.9%
静岡,506,30514,1.7%
愛知,4920,64208,7.7%
三重,463,11312,4.1%
滋賀,472,10726,4.4%
京都,1628,36834,4.4%
大阪,9725,161832,6.0%
兵庫,2478,50254,4.9%
奈良,550,18672,2.9%
和歌山,236,8934,2.6%
鳥取,34,4781,0.7%
島根,137,5236,2.6%
岡山,147,7511,2.0%
広島,472,19041,2.5%
山口,194,8359,2.3%
徳島,147,6662,2.2%
香川,92,9636,1.0%
愛媛,114,3945,2.9%
高知,137,3319,4.1%
福岡,4948,44991,11.0%
佐賀,244,5567,4.4%
長崎,236,16671,1.4%
熊本,570,13039,4.4%
大分,158,14821,1.1%
宮崎,343,8383,4.1%
鹿児島,373,17314,2.2%
沖縄,2297,33812,6.8%
長崎船,149,0,-
合計,75582,1576024,4.8%
