都道府県名,陽性者数 検査人数,,%
北海道,13275,236113,5.6%
青森,459,9483,4.8%
岩手,382,14310,2.7%
宮城,2137,24511,8.7%
秋田,136,4565,3.0%
山形,382,10103,3.8%
福島,924,56898,1.6%
茨城,2418,18572,13.0%
栃木,1405,72081,1.9%
群馬,2278,52671,4.3%
埼玉,13968,313228,4.5%
千葉,10826,224656,4.8%
東京,58840,975031,6.0%
神奈川,20675,342311,6.0%
新潟,532,27858,1.9%
富山,550,21742,2.5%
石川,1064,29708,3.6%
福井,353,19362,1.8%
山梨,525,14459,3.6%
長野,1163,47545,2.4%
岐阜,2209,65046,3.4%
静岡,2651,88334,3.0%
愛知,16021,199918,8.0%
三重,1273,29023,4.4%
滋賀,1154,37076,3.1%
京都,4455,90765,4.9%
大阪,29686,463034,6.4%
兵庫,9624,137163,7.0%
奈良,1966,47698,4.1%
和歌山,607,16415,3.7%
鳥取,111,24092,0.5%
島根,208,9344,2.2%
岡山,1340,31723,4.2%
広島,3149,73605,4.3%
山口,572,26760,2.1%
徳島,196,15283,1.3%
香川,301,24063,1.3%
愛媛,457,12501,3.7%
高知,654,5871,11.1%
福岡,8774,263231,3.3%
佐賀,464,14991,3.1%
長崎,611,38857,1.6%
熊本,1799,34891,5.2%
大分,667,42231,1.6%
宮崎,715,12454,5.7%
鹿児島,1006,38705,2.6%
沖縄,5307,88963,6.0%
長崎船,149,0,-
合計,228418,4447244,5.1%
