都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,13275,236113,1591,22,11168,448
青森,459,9483,69,2,382,8
岩手,382,14310,68,3,290,24
宮城,2137,24511,446,3,1675,16
秋田,136,4565,36,0,99,1
山形,382,10103,84,6,292,6
福島,924,56898,232,5,672,20
茨城,2418,18572,277,7,2105,36
栃木,1405,72081,415,8,990,6
群馬,2278,52671,337,9,1898,43
埼玉,13968,313228,2942,54,10820,206
千葉,10826,224656,2049,18,8660,117
東京,58840,975031,8235,85,49983,622
神奈川,20675,342311,3067,61,17340,268
新潟,532,27858,106,0,426,3
富山,550,21742,49,2,475,26
石川,1064,29708,116,4,906,50
福井,353,19362,20,1,321,11
山梨,525,14459,49,3,465,11
長野,1163,47545,139,4,1021,15
岐阜,2209,65046,507,11,1669,33
静岡,2651,88334,451,9,2159,41
愛知,16021,199918,2358,39,13457,206
三重,1273,29023,152,4,1104,17
滋賀,1154,37076,226,4,917,11
京都,4455,90765,1019,14,3431,47
大阪,29686,463034,3433,159,25683,570
兵庫,9624,137163,1162,44,8264,198
奈良,1966,47698,340,14,1602,24
和歌山,607,16415,27,4,562,7
鳥取,111,24092,43,1,66,0
島根,208,9344,31,2,177,0
岡山,1340,31723,384,8,762,13
広島,3149,73605,579,18,1724,28
山口,572,26760,117,4,448,3
徳島,196,15283,5,0,182,9
香川,301,24063,95,0,203,3
愛媛,457,12501,86,3,358,13
高知,654,5871,138,9,510,6
福岡,8774,263231,1462,16,7193,119
佐賀,464,14991,60,1,406,3
長崎,611,38857,205,2,311,4
熊本,1799,34891,178,6,1408,16
大分,667,42231,102,4,560,5
宮崎,715,12454,68,0,647,5
鹿児島,1006,38705,131,2,875,14
沖縄,5307,88963,351,6,4880,81
(その他),149,-,0,-,149,-
合計,228418,4447244,34037,681,189695,3413
