都道府県名,陽性者数 検査人数,,%
北海道,12062,209646,5.8%
青森,390,8660,4.5%
岩手,330,12936,2.6%
宮城,1707,23482,7.3%
秋田,95,3878,2.4%
山形,302,9487,3.2%
福島,697,49033,1.4%
茨城,2117,18137,11.7%
栃木,1002,65415,1.5%
群馬,1897,46260,4.1%
埼玉,11514,280656,4.1%
千葉,8936,203597,4.4%
東京,50890,901556,5.6%
神奈川,16613,311376,5.3%
新潟,435,25657,1.7%
富山,487,19756,2.5%
石川,954,26803,3.6%
福井,337,17465,1.9%
山梨,467,14278,3.3%
⾧野,1033,40462,2.6%
岐阜,1718,56223,3.1%
静岡,2354,74303,3.2%
愛知,13737,170726,8.0%
三重,1131,26913,4.2%
滋賀,918,33083,2.8%
京都,3559,79776,4.5%
大阪,26787,410181,6.5%
兵庫,7973,121583,6.6%
奈良,1628,41712,3.9%
和歌山,573,15681,3.7%
鳥取,68,21073,0.3%
島根,179,8556,2.1%
岡山,971,27231,3.6%
広島,2108,56843,3.7%
山口,458,24734,1.9%
徳島,189,14249,1.3%
香川,206,20498,1.0%
愛媛,374,10840,3.5%
高知,478,5222,9.2%
福岡,7135,238294,3.0%
佐賀,409,13199,3.1%
⾧崎,352,32305,1.1%
熊本,1382,29520,4.7%
大分,566,37141,1.5%
宮崎,658,11569,5.7%
鹿児島,868,33826,2.6%
沖縄,4946,83408,5.9%
⾧崎船,149,0,-
合計,194139,3987229,4.9%
