都道府県名,陽性者数 検査人数,,%
北海道,2039,55872,3.6%
青森,35,2348,1.5%
岩手,23,4057,0.6%
宮城,389,10103,3.9%
秋田,53,2094,2.5%
山形,78,5102,1.5%
福島,247,19682,1.3%
茨城,638,12251,5.2%
栃木,427,29540,1.4%
群馬,699,20226,3.5%
埼玉,4582,139115,3.3%
千葉,3805,86132,4.4%
東京,25257,436860,5.8%
神奈川,6744,146306,4.6%
新潟,170,15095,1.1%
富山,412,11651,3.5%
石川,776,12543,6.2%
福井,244,9686,2.5%
山梨,180,10478,1.7%
長野,305,18446,1.7%
岐阜,616,22165,2.8%
静岡,526,32717,1.6%
愛知,5241,74009,7.1%
三重,494,12284,4.0%
滋賀,495,11575,4.3%
京都,1710,40610,4.2%
大阪,10447,179382,5.8%
兵庫,2658,54981,4.8%
奈良,562,19870,2.8%
和歌山,240,9240,2.6%
鳥取,36,5420,0.7%
島根,140,5597,2.5%
岡山,153,8110,1.9%
広島,516,20198,2.6%
山口,198,9453,2.1%
徳島,147,6862,2.1%
香川,93,10460,0.9%
愛媛,114,4037,2.8%
高知,138,3450,4.0%
福岡,5023,47114,10.7%
佐賀,245,5828,4.2%
長崎,236,18015,1.3%
熊本,572,16327,3.5%
大分,158,16435,1.0%
宮崎,344,8534,4.0%
鹿児島,400,18249,2.2%
沖縄,2427,38138,6.4%
長崎船,149,0,-
合計,81181,1746647,4.6%
