都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1903,51131,62,2,1735,106
青 森,35,2258,2,0,32,1
岩手,23,3844,0,0,23,0
宮城,337,9237,82,1,253,2
秋  田,51,1964,1,0,50,0
山形,78,5019,2,1,76,1
福島,218,17984,44,3,172,2
茨城,621,11994,42,5,563,16
栃木,375,26582,59,1,311,1
群馬,602,18397,110,1,462,19
埼玉,4370,129795,280,8,3993,97
千葉,3516,72369,288,6,3161,67
東京,23608,403693,2198,27,21021,389
神奈川,6177,136304,606,26,5440,131
新潟,158,14340,14,1,144,0
富山,408,11350,11,0,372,25
石川,742,11383,67,0,631,44
福井,244,9361,18,3,215,9
山梨,180,10215,8,2,167,5
長野,299,17768,13,0,291,1
岐阜,596,20881,34,1,552,10
静岡,512,30918,21,1,490,1
愛知,4963,66654,361,16,4525,77
三重,466,11609,78,1,383,5
滋賀,475,10875,27,0,441,7
京都,1650,37666,76,1,1549,25
大阪,9860,165431,754,31,8909,188
兵庫,2521,51144,137,11,2329,55
奈良,551,18962,19,1,523,9
和歌山,236,8962,2,0,227,4
鳥取,35,4862,13,0,22,0
島根,137,5270,0,0,137,0
岡山,147,7861,1,-,146,-
広島,474,19437,10,0,461,3
山口,195,8645,24,1,170,1
徳島,147,6707,30,1,105,9
香川,92,9956,10,0,80,2
愛媛,114,3966,1,0,107,6
高知,137,3352,4,0,129,4
福岡,4970,45452,293,8,4589,88
佐賀,244,5614,1,0,243,0
長崎,236,16972,7,0,226,3
熊本,570,15908,30,0,532,8
大分,158,15145,5,0,151,2
宮崎,344,8441,5,0,339,1
鹿児島,376,17489,10,1,376,12
沖縄,2310,34484,154,9,2115,45
(その他),149,-,0,-,149,-
合計,76610,1617651,6014,170,69117,1481
