都道府県名,陽性者数 検査人数,,%
北海道,4584,98322,4.7%
青森,275,6086,4.5%
,41,5869,0.7%
宮城,925,15741,5.9%
秋田,70,2681,2.6%
山形,94,6905,1.4%
福島,421,34473,1.2%
茨城,880,14595,6.0%
栃木,507,47167,1.1%
群馬,942,32541,2.9%
埼玉,6554,206696,3.2%
千葉,5573,140787,4.0%
東京,33770,653601,5.2%
神奈川,9750,218948,4.5%
新潟,222,19118,1.2%
富山,425,15642,2.7%
石川,827,19297,4.3%
福井,269,12028,2.2%
山梨,267,12383,2.2%
⾧野,406,25291,1.6%
岐阜,785,28777,2.7%
静岡,806,47434,1.7%
,7156,112032,6.4%
三重,606,16342,3.7%
滋賀,646,14966,4.3%
京都,2205,55763,4.0%
大阪,14607,263438,5.5%
,3666,74889,4.9%
奈良,788,27089,2.9%
和歌山,304,10900,2.8%
鳥取,51,6067,0.8%
島根,141,6354,2.2%
岡山,354,14762,2.4%
広島,681,29577,2.3%
山口,234,12510,1.9%
徳島,170,7635,2.2%
香川,110,14703,0.7%
愛媛,121,4488,2.7%
高知,144,3685,3.9%
,5344,176998,3.0%
佐賀,276,7955,3.5%
⾧崎,249,24224,1.0%
熊本,877,21235,4.1%
大分,163,22617,0.7%
宮崎,373,8829,4.2%
鹿児島,542,24469,2.2%
沖縄,3620,63899,5.7%
⾧崎船,149,0,-
合計,111970,2689808,4.2%
