都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,10982,187131,2221,33,8459,302
青森,371,7999,67,2,298,6
岩手,295,10849,112,4,175,8
宮城,1462,21379,244,3,1206,12
秋田,92,3746,2,0,89,1
山形,240,9006,90,1,149,1
福島,599,44921,94,4,497,8
茨城,1973,17774,327,15,1620,26
栃木,860,61643,227,11,633,2
群馬,1612,42655,313,8,1273,26
埼玉,10297,261321,1793,35,8334,170
千葉,8078,190090,943,15,7038,97
東京,46745,847224,4913,68,41297,535
神奈川,14822,281819,1536,53,13064,222
新潟,390,24380,73,0,317,0
富山,464,18804,7,1,431,26
石川,907,24908,50,0,811,50
福井,331,16582,14,2,306,11
山梨,440,14073,83,0,348,9
長野,941,35844,148,4,745,6
岐阜,1461,50260,319,3,1122,20
静岡,2087,67934,639,16,1428,20
愛知,12319,152984,2063,28,10114,142
三重,1042,24205,178,5,852,12
滋賀,857,30905,65,1,781,11
京都,3076,73836,406,8,2644,40
大阪,24621,376794,4569,152,19634,402
兵庫,7091,111465,824,43,6160,107
奈良,1465,38382,242,6,1209,14
和歌山,551,14814,65,10,468,7
鳥取,67,19468,9,0,57,0
島根,165,7659,14,1,151,0
岡山,702,24136,116,3,562,11
広島,1436,43500,287,10,907,8
山口,433,22347,52,3,375,2
徳島,187,13839,6,0,173,9
香川,199,19231,52,0,144,3
愛媛,358,9691,61,2,288,8
高知,339,4577,144,1,191,4
福岡,6551,223229,609,12,5832,110
佐賀,378,11599,51,0,326,3
長崎,290,29630,25,0,265,3
熊本,1210,27774,116,8,1030,13
大分,508,33687,175,2,330,3
宮崎,584,10923,87,1,497,3
鹿児島,796,30031,167,1,629,13
沖縄,4785,79250,383,8,4332,75
(その他),149,-,0,-,149,-
合計,175608,3674298,24981,583,147740,2561
