都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,41427,785750,785,25,39316,1403
青森,2518,51210,64,0,2423,31
岩手,1707,86754,63,1,1597,47
宮城,9175,158239,89,4,8991,90
秋田,904,15564,101,1,783,20
山形,2027,66016,15,1,1965,47
福島,4940,283197,147,3,4632,161
茨城,10621,33467,257,5,10199,165
栃木,7109,305040,257,8,6770,82
群馬,8048,194942,49,6,7847,152
埼玉,46820,977145,1187,18,44801,832
千葉,40748,697549,1211,18,38827,710
東京,175983,2543617,4981,50,168764,2238
神奈川,68086,1047212,1883,40,65251,952
新潟,3414,173266,36,2,3326,52
富山,2042,74335,19,1,1985,38
石川,3949,123955,31,1,3799,115
福井,1324,69659,151,0,1138,35
山梨,2106,58651,82,1,2004,21
長野,5039,208048,49,0,4974,91
岐阜,9458,272853,77,4,9194,187
静岡,9385,407868,273,6,8961,151
愛知,51116,835239,669,16,49476,971
三重,5275,145510,75,4,5227,112
滋賀,5567,153219,71,4,5406,90
京都,16643,286039,136,7,16242,246
大阪,103762,2177953,1234,144,99047,2680
兵庫,40983,511329,253,21,39422,1308
奈良,8373,170318,186,6,8056,131
和歌山,2693,42094,23,2,2563,49
鳥取,488,83971,18,0,457,2
島根,553,31436,3,1,549,1
岡山,7595,165308,25,4,7439,126
広島,11519,553751,103,12,11231,175
山口,3157,122050,58,2,3021,78
徳島,1657,65349,3,0,1591,63
香川,2099,86761,18,1,2055,31
愛媛,2755,97158,5,3,2675,75
高知,1844,11536,87,9,1731,26
福岡,35611,838413,360,13,34694,522
佐賀,2565,57494,17,0,2558,24
長崎,3212,126066,88,0,3056,69
熊本,6486,82304,60,3,6308,118
大分,3494,170389,16,0,3414,64
宮崎,3099,44507,20,0,3028,27
鹿児島,3695,111848,56,2,3633,38
沖縄,20983,253501,959,47,19839,191
(その他),149,-,0,-,149,-
合計,802203,15857880,16350,496,770414,14837
