都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,8869,151817,2281,28,6394,194
青森,299,6771,26,2,267,6
岩手,204,9575,89,2,111,4
宮城,1211,18905,149,5,1052,10
秋田,90,3674,12,0,77,1
山形,138,7609,30,1,107,1
福島,501,40155,49,5,445,7
茨城,1611,16949,354,11,1234,23
栃木,664,54964,120,7,544,2
群馬,1239,35606,178,3,1007,22
埼玉,8531,238047,1203,31,7185,143
千葉,7082,164934,874,10,6119,89
東京,41311,767241,3937,62,36880,494
神奈川,12716,256331,1363,60,11156,197
新潟,336,22350,93,0,243,0
富山,459,17308,18,0,415,26
石川,859,22322,23,0,786,50
福井,319,15146,22,0,286,11
山梨,344,13574,39,2,296,9
⾧野,736,31976,95,0,613,6
岐阜,1093,40312,190,1,889,14
静岡,1674,58661,548,8,1115,11
愛知,10112,143080,1686,28,8307,119
三重,865,19848,186,5,672,7
滋賀,793,27906,79,1,705,9
京都,2671,66502,230,5,2402,39
大阪,20591,328242,4173,125,16073,326
兵庫,5626,96781,696,35,4849,81
奈良,1157,33415,190,6,955,12
和歌山,462,13594,75,7,370,6
鳥取,58,16572,5,0,52,0
島根,148,6772,5,1,143,0
岡山,609,19205,156,3,363,11
広島,856,35884,101,5,738,6
山口,391,17013,61,3,324,2
徳島,181,7830,7,1,165,9
香川,147,17282,22,0,123,2
愛媛,320,7211,145,5,169,6
高知,157,3770,10,0,143,4
福岡,5860,202317,332,5,5420,108
佐賀,319,9795,29,0,291,2
⾧崎,271,27249,19,0,253,3
熊本,1021,24059,67,6,924,13
大分,309,27917,97,1,209,3
宮崎,513,9821,92,2,421,1
鹿児島,612,27621,41,1,571,13
沖縄,4353,73253,404,5,3885,69
(その他),149,-,0,-,149,-
合計,148837,3257166,20601,488,125897,2171
