都道府県名,陽性者数 検査人数,,%
北海道,8869,151817,5.8%
青森,299,6771,4.4%
岩手,204,9575,2.1%
宮城,1211,18905,6.4%
秋田,90,3674,2.4%
山形,138,7609,1.8%
福島,501,40155,1.2%
茨城,1611,16949,9.5%
栃木,664,54964,1.2%
群馬,1239,35606,3.5%
埼玉,8531,238047,3.6%
千葉,7082,164934,4.3%
東京,41311,767241,5.4%
神奈川,12716,256331,5.0%
新潟,336,22350,1.5%
富山,459,17308,2.7%
石川,859,22322,3.8%
福井,319,15146,2.1%
山梨,344,13574,2.5%
⾧野,736,31976,2.3%
岐阜,1093,40312,2.7%
静岡,1674,58661,2.9%
愛知,10112,143080,7.1%
三重,865,19848,4.4%
滋賀,793,27906,2.8%
京都,2671,66502,4.0%
大阪,20591,328242,6.3%
兵庫,5626,96781,5.8%
奈良,1157,33415,3.5%
和歌山,462,13594,3.4%
鳥取,58,16572,0.3%
島根,148,6772,2.2%
岡山,609,19205,3.2%
広島,856,35884,2.4%
山口,391,17013,2.3%
徳島,181,7830,2.3%
香川,147,17282,0.9%
愛媛,320,7211,4.4%
高知,157,3770,4.2%
福岡,5860,202317,2.9%
佐賀,319,9795,3.3%
⾧崎,271,27249,1.0%
熊本,1021,24059,4.2%
大分,309,27917,1.1%
宮崎,513,9821,5.2%
鹿児島,612,27621,2.2%
沖縄,4353,73253,5.9%
⾧崎船,149,0,-
合計,148837,3257166,4.6%
