都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,17342,317376,1343,14,15401,597
青森,711,13109,53,2,645,13
岩手,496,19948,21,2,448,27
宮城,3384,48324,334,7,3028,22
秋田,260,6370,49,0,210,1
山形,500,14104,54,2,433,13
福島,1718,84423,246,11,1429,43
茨城,4755,23081,763,16,3930,62
栃木,3755,104961,604,17,3106,45
群馬,3806,74179,318,11,3419,69
埼玉,24948,448739,4286,86,20322,340
千葉,22104,325923,5757,50,16104,243
東京,99208,1309999,13383,141,84942,883
神奈川,40374,491045,3301,108,36612,461
新潟,904,36820,127,2,768,9
富山,868,30685,51,2,790,27
石川,1455,40394,107,3,1310,58
福井,510,26805,68,4,423,19
山梨,898,14741,45,4,840,13
⾧野,2280,80987,206,1,2065,36
岐阜,4197,104356,475,14,3654,68
静岡,4566,142180,703,10,3787,76
愛知,23775,309425,2616,59,20765,394
三重,2174,46585,374,8,1771,29
滋賀,2115,55558,306,9,1779,30
京都,8200,127431,1368,16,6792,112
大阪,43508,646657,5139,179,37454,915
兵庫,16220,200149,2000,63,13829,391
奈良,3009,67562,309,7,2663,37
和歌山,1054,21447,102,14,920,13
鳥取,198,33712,29,0,164,2
島根,265,12166,25,0,240,0
岡山,2329,51686,252,10,2013,20
広島,4763,120841,313,12,4324,92
山口,1218,45815,341,1,858,19
徳島,384,21315,68,2,302,14
香川,635,37278,151,1,469,15
愛媛,993,25514,129,3,846,18
高知,846,6856,37,4,795,14
福岡,15895,367574,2522,35,13192,181
佐賀,946,23763,138,2,815,4
⾧崎,1474,56522,273,2,1199,26
熊本,3331,51460,233,20,2862,59
大分,1145,63091,183,3,945,17
宮崎,1808,22673,204,7,1571,17
鹿児島,1598,54720,204,2,1394,18
沖縄,7511,124179,812,7,6614,90
(その他),149,-,0,-,149,-
合計,384582,6352528,50422,973,328391,5652
