都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,2217,60281,173,0,1937,107
青 森,37,2518,2,0,34,1
岩手,24,4407,1,0,23,0
宮城,433,10976,43,1,388,2
秋  田,58,2250,5,0,53,0
山形,78,5225,1,0,76,1
福島,272,21225,46,3,222,4
茨城,681,12699,47,4,617,17
栃木,442,32382,29,0,409,1
群馬,733,23493,38,3,671,19
埼玉,4840,148915,314,6,4424,102
千葉,4110,99323,324,10,3714,72
東京,26727,483688,1934,25,24379,414
神奈川,7212,160797,515,21,6553,144
新潟,170,15839,2,0,168,0
富山,422,12816,10,1,386,26
石川,778,13778,27,0,704,47
福井,246,9923,2,0,231,11
山梨,195,10846,13,1,176,6
長野,313,19595,8,0,301,1
岐阜,631,23549,17,2,604,10
静岡,558,36458,30,2,526,2
愛知,5449,80350,303,12,5060,86
三重,530,13479,57,2,466,7
滋賀,507,12368,17,0,482,8
京都,1791,44457,66,2,1699,26
大阪,10899,193368,453,21,10217,220
兵庫,2804,58696,118,9,2627,59
奈良,581,21517,19,0,553,9
和歌山,242,9395,3,0,232,4
鳥取,36,5505,5,0,31,0
島根,140,5858,0,0,140,0
岡山,161,8654,8,-,149,-
広島,605,21475,88,1,511,3
山口,204,10197,7,1,195,2
徳島,149,7018,6,0,131,9
香川,93,11167,3,0,88,2
愛媛,115,4138,1,0,108,6
高知,138,3513,0,0,134,4
福岡,5057,138184,71,6,4887,99
佐賀,246,6199,1,0,247,0
長崎,238,19226,1,0,233,3
熊本,639,16954,53,0,563,8
大分,158,17483,1,0,155,2
宮崎,344,8635,1,0,343,1
鹿児島,440,19713,25,0,410,12
沖縄,2629,41446,242,8,2344,47
(その他),149,-,0,-,149,-
合計,85521,1989978,5130,141,78750,1604
