都道府県名,陽性者数,PCR検査実施人数,入院治療等を要する者(人),,退院又は療養解除となった者の数(人),死亡(累積)(人)
北海道,1646,37326,114,3,1429,103
青 森,33,1848,1,0,31,1
岩手,9,2385,5,0,5,0
宮城,187,7264,6,0,179,2
秋  田,45,1633,11,0,33,0
山形,77,3028,1,0,76,1
福島,120,12506,29,1,91,0
茨城,479,9659,72,0,396,11
栃木,284,19413,32,2,251,1
群馬,351,11480,114,0,204,19
埼玉,3415,95425,579,10,2751,85
千葉,2642,47577,474,10,2110,58
東京,18607,276630,3150,36,15109,348
神奈川,4187,98153,668,20,3414,105
新潟,137,11444,12,0,125,0
富山,333,6889,64,3,250,22
石川,524,5916,143,2,351,30
福井,156,6120,7,1,141,8
山梨,159,8933,36,0,123,1
長野,154,11605,28,0,130,-
岐阜,532,16139,57,4,467,8
静岡,431,20920,56,2,374,1
愛知,3900,42122,1187,16,2661,48
三重,303,7944,84,2,213,2
滋賀,366,7493,106,2,256,4
京都,1202,26172,221,4,960,21
大阪,7420,113695,1719,63,5571,123
兵庫,1998,38036,287,18,1663,48
奈良,462,12714,128,2,331,3
和歌山,219,7698,36,1,177,4
鳥取,22,4408,9,0,13,0
島根,134,4446,82,0,61,0
岡山,131,3897,16,-,110,-
広島,438,16568,33,1,402,3
山口,100,5410,30,0,70,0
徳島,97,4506,49,1,42,1
香川,68,6867,7,0,60,1
愛媛,111,3562,8,0,97,6
高知,105,2674,19,0,83,3
福岡,3830,36255,915,17,2869,46
佐賀,207,4196,51,0,158,0
長崎,191,11720,25,-,36,3
熊本,442,9550,91,4,316,7
大分,134,10385,46,0,87,1
宮崎,297,7251,76,0,221,1
鹿児島,340,13958,65,2,261,8
沖縄,1804,18292,760,16,1031,17
(その他),149,-,0,-,149,-
合計,58978,1132112,11709,243,45938,1154
