都道府県名,陽性者数 検査人数,,%
北海道,1646,37326,4.4%
青森,33,1848,1.8%
岩手,9,2385,0.4%
宮城,187,7264,2.6%
秋田,45,1633,2.8%
山形,77,3028,2.5%
福島,120,12506,1.0%
茨城,479,9659,5.0%
栃木,284,19413,1.5%
群馬,351,11480,3.1%
埼玉,3415,95425,3.6%
千葉,2642,47577,5.6%
東京,18607,276630,6.7%
神奈川,4187,98153,4.3%
新潟,137,11444,1.2%
富山,333,6889,4.8%
石川,524,5916,8.9%
福井,156,6120,2.5%
山梨,159,8933,1.8%
長野,154,11605,1.3%
岐阜,532,16139,3.3%
静岡,431,20920,2.1%
愛知,3900,42122,9.3%
三重,303,7944,3.8%
滋賀,366,7493,4.9%
京都,1202,26172,4.6%
大阪,7420,113695,6.5%
兵庫,1998,38036,5.3%
奈良,462,12714,3.6%
和歌山,219,7698,2.8%
鳥取,22,4408,0.5%
島根,134,4446,3.0%
岡山,131,3897,3.4%
広島,438,16568,2.6%
山口,100,5410,1.8%
徳島,97,4506,2.2%
香川,68,6867,1.0%
愛媛,111,3562,3.1%
高知,105,2674,3.9%
福岡,3830,36255,10.6%
佐賀,207,4196,4.9%
長崎,191,11720,1.6%
熊本,442,9550,4.6%
大分,134,10385,1.3%
宮崎,297,7251,4.1%
鹿児島,340,13958,2.4%
沖縄,1804,18292,9.9%
長崎船,149,0,-
合計,58978,1132112,5.2%
